input,expected_answer
"(Health.com) -- More than 100 million people are expected to tune in to Super Bowl XLV this weekend, but only some of them are football fans. Thanks to pregame hype and Hollywood-quality production values, Super Bowl commercials have become the main attraction for many viewers. But are these blockbuster ads bad for our waistlines? Food and beverage companies are expected to account for roughly one-third of the ads that will air during Sunday's game, according to Advertising Age. (Car companies will take up another one-third or so, with the remainder split among websites, film studios, and retail chains.) Viewers and partygoers -- including millions of children -- can expect to see ads from Doritos, Coca-Cola, Pepsi, Snickers, and Budweiser. Health.com: 25 diet-busting foods you should never eat . In other words, a high proportion of ads are pitching soda, snacks, and other junk foods loaded with calories, sugar, sodium, and fat. ""Studies show [that] if you see an ad for a product and try it for the first time, you like it more than if you didn't see the ad,"" says Jennifer Harris, Ph.D., the director of marketing initiatives at Yale University's Rudd Center for Food Policy & Obesity, in New Haven. ""It really is shaping our preferences as well as triggering us to eat more."" Yes, advertising works . Humor, suspense, and sexy people digging into supersize bags of Doritos have become a staple of Super Bowl commercials. It's the oldest trick in the book: Make a product or brand attractive and appealing by surrounding it with attractive and appealing stuff. It's tempting to believe that this strategy won't work on you. In the real world, nearly everyone recognizes that people who consume a lot of soda, junk food, and beer are often overweight and unhealthy -- not exactly what's depicted on-screen. And yet we give in to the ploy. Health.com: 11 healthy Super Bowl snacks . ""We know the effects of excessive snacks are quite adverse to people's health. If you drink a lot of beer, you aren't going to get all the attractive women,"" says Frederick J. Zimmerman, Ph.D., an economist and professor of health services at the UCLA School of Public Health. ""That may seem obvious, but those images work on us on a subconscious level."" Zimmerman believes the true culprit behind the obesity epidemic isn't high-fructose corn syrup, sodium, or saturated fat, per se, but rather the ubiquitous marketing that makes foods containing those ingredients appealing to Americans. In his research on the health effects of television on children (and more recently adults), Zimmerman found that the number of commercials people see is more closely linked to the risk of being overweight or obese than the total time they spend watching TV. Health.com: How junk foods are marketed to kids . And the subconscious impact of Super Bowl ads might be even greater than that of everyday commercials, because the ads are part of the entertainment, Harris says. ""If you see a commercial trying to give you information, you know exactly what it's doing,"" she says. ""But if you're just being entertained, you're not looking at it in that same way, which is probably what makes it more effective."" The power of advertising has largely had a negative effect on our health, but in theory that power could be harnessed for good, says Jonathan H. Whiteson, M.D., who has seen the fallout from the obesity epidemic firsthand as the director of cardiac and pulmonary rehabilitation at New York University's Langone Medical Center. ""We're led to the watering hole -- or really to the burger and the beer,""  Whiteson says. ""If fruit companies and tap water companies were advertising, we'd be going in that direction instead."" Can commercials make you hungry? Research suggests that TV commercials can prompt you to eat. Advertising triggers an ""automatic eating response"" that can make you eat more of ""basically any food that's in front of you,"" Harris says. Health.com: How the pros curb food cravings http://www.health.com/health/gallery/0,,20394811,00.html . This effect was demonstrated during an experiment that Harris and her colleagues at the Rudd Center conducted in 2009. The researchers randomly divided 98 young adults into three groups and showed each group an episode of the TV show Whose Line Is It Anyway? The participants were told that the study was about the effect of TV on mood. The episodes the groups watched were identical -- except for the commercial breaks. One version contained ads for junk foods (such as candy, soda, and fast food) that emphasized ""fun and excitement,"" another version had ads for nutritious foods (such as oatmeal and OJ), and a third version contained no food advertising at all. (All three versions had some nonfood commercials as well.) After watching the show, the study participants were moved to another room, where they were told that they could eat as much as they wanted from an array of snack foods, ranging from healthy (vegetables and dip) to not so healthy (cookies). The participants who saw the unhealthy snack commercials ate the most food -- even if they reported not feeling hungry. The volunteers in experiments like these generally don't think that advertising can affect their behavior in this way, Harris says. ""Most people believe they have more control over everything than they actually do,"" she says. ""Once people know they are influenced, then they're better able to control behaviors."" Commercials and parties: a dangerous combo? Super Bowl partygoers probably won't have to go far to fulfill their cravings for the soda, chips, and other foods that they see in high definition. There appears to be a certain synergy between Super Bowl ads and the menu at most Super Bowl parties. Health.com: The ultimate TV party . A 2001 study in the Journal of Marketing Communications that analyzed the ""likability"" of every Super Bowl ad that aired in the 1990s found that viewers consistently ranked ads from ""party-food marketers"" -- including Anheuser-Busch, Pepsi, and Frito-Lay -- high on the likability scale. By contrast, ads for ""party-busting products"" such as over-the-counter medications were far less popular with viewers. ""Consumers are sending a clear message that certain products interest them more than others during Super Bowl broadcasts,"" the authors concluded. ""It is a good strategy to continue to advertise food and beverage products extensively during the Super Bowl because consumption peaks during the game."" Indeed, Americans are said to consume more food on Super Bowl Sunday than on any day of the year except Thanksgiving. According to Whiteson, that's not such a good thing. ""A little bit of soda is okay, a hot dog is okay,"" he says, but he adds that even just one day of excessive drinking or gorging on chips and soda is enough to do real harm. (Some studies suggest that a big meal can even trigger a heart attack.) Super Bowl may trigger heart attacks . The larger problem, Whiteson says, is that the dynamic on Super Bowl Sunday isn't all that unusual. The relationship between TV commercials and unhealthy eating may be more pronounced on the biggest football day of the year, but it's simply an exaggerated version of what has become a part of everyday life. ""The foods that are eaten are a reflection of what people are doing throughout the year, not an isolated event,"" Whiteson says. Copyright Health Magazine 2010 .","A high proportion of ads are pitching soda, snacks, and other junk foods .
There's a certain synergy between Super Bowl ads and the menu at most parties .
The relationship between TV commercials and unhealthy eating may be more pronounced ."
"Tehran, Iran (CNN) -- Thousands of people, many of them Iranian government supporters, turned up in Tehran on Wednesday for the funeral of a man killed in anti-government protests. The gathering near Tehran University followed a crackdown on anti-government protests Monday and Tuesday's calls from Iranian lawmakers for the execution of opposition leaders. Government officials said 26-year-old Sana Jaleh was shot to death Monday by members of an outlawed group called the People's Mujahedeen Organization of Iran. The group, which is also known as the Mojahedin-e Khalq, has opposed the Iranian government for decades. Government officials also claim that Jaleh was part of the pro-government Basij militia, but some who knew Jaleh dispute that account. And in a statement Wednesday, the People's Mujahedeen called the government's version of events ""a preposterous lie."" According to the group, it was the Iranian authorities who fired on the demonstrators. ""These desperate attempts and ludicrous allegations against the PMOI, much like clerical regime's other attempts at shutting down the internet and mobile phones, or jamming satellite television broadcasts, will prove fruitless for the shaky clerical regime,"" the group said. ""The uprising and the struggle of the Iranian people shall continue until the downfall of the ruling religious fascism and the establishment of democracy."" The semi-official Fars news agency also blamed the People's Mujahedeen for a second reported death in Monday's protests. Fars reported that the victim, identified as Mohammad Mokhtari, was buried on Wednesday in southern Tehran, where mourners blamed Iranian opposition leaders for his death and called for their execution. Similar calls came during Jaleh's funeral procession, with demonstrators shouting anti-American slogans and holding signs calling for the prosecution of opposition leaders Mehdi Karrubi and Mir Hossein Moussavi. Iranian lawmakers Tuesday called for Karrubi and Moussavi to be put to death. In an interview with state-run news agency IRNA, Iranian judiciary spokesman Gholam-Hussein Mohseni-Ejei said Wednesday that ""The people have demanded the execution of these people ... and the judiciary will fulfill its duty."" Last week, the Iranian government rounded up activists after Karrubi and Moussavi called for supporters to gather at Azadi Square -- the site of mass protests by Iran's opposition movement after the disputed 2009 presidential elections. Despite the security presence, tens of thousands of demonstrators marched in Tehran on Monday. Meanwhile, the opposition-run Saham News website reported that at least 20 security agents broke into the home of Karrubi's son, Hossein Karrubi, on Wednesday. Karrubi was not in the apartment at the time, but the agents broke down the door, ransacked his home, and destroyed much of his belongings, Saham News reported. Iran's government has praised Egyptian demonstrators who brought down President Hosni Mubarak's iron-fisted rule, but at the same time is cracking down on protesters decrying its own hardline regime. Mubarak resigned on Friday after 18 days of protests, and similar unrest has broken out in several other Middle Eastern states.","NEW: Fars news agency reports a second protester was killed Monday .
NEW: Iranian agents ransack the home of an opposition leader's son, the opposition reports .
Iran blames a banned opposition group for the deaths, but the group denies that .
The crowd at the funeral is mostly made up of government supporters ."
"Los Angeles (CNN) -- The judge delayed a decision on allowing a new lawyer to join Dr. Conrad Murray's defense team until he can determine if there is a conflict of interest. The lawyer, Nareg Gourjian, had worked on Michael Jackson's child molestation defense. Murray, who is charged with involuntary manslaughter in the death of Michael Jackson, wants Gourjian to replace Joseph Low, who left the defense team earlier this month. Gourjian's former law firm, headed by lawyer Mark Geragos, raised the possible conflict of interest before Los Angeles County Superior Court Judge Michael Pastor at a hearing Tuesday. ""We have a great amount of respect for Mr. Gourjian, but it is our duty to disclose his participation in our past representation for Mr. Jackson,"" Geragos and Geragos attorney Pat Harris said. The Geragos firm represented Jackson for two years starting in 2003, when he was charged with child molestation. Jackson replaced Geragos with Thomas Mesereau in 2004, saying he wanted an attorney who would devote his full time to his case. Geragos was also defending Scott Peterson, who was charged with murdering his wife, at the same time. Gourjian told the judge he was ""in no way inolved"" in the Jackson case because he was ""a brand-new lawyer"" busy working on the Scott Peterson murder case at the time. The decision rests on if Gourjian's work for Jackson was ""substantially related"" to the current case and if his work for the defense would require ""Gourjian to attempt to discredit his former client directly or indirectly,"" Pastor said. The judge delayed a decision until more facts are provided by Geragos and there is a response from the lawyer for Michael Jackson's estate. Mark Geragos will be asked to appear at the next hearing on February 24, the judge said. Murray is also represented by Houston lawyer Ed Chernoff and J. Michael Flanagan of Los Angeles. The defense demanded a speedy trial at last month's arraignment, the trial to start by the end of March. Jury selection is now set for March 24. CNN's Ted Rowlands contributed to this report .","Murray wants lawyer Nareg Gourjian to join his defense team .
Gourjian's old firm says he worked on Michael Jackson's criminal defense .
The judge will decide if there is a conflict of interest .
Gourjian says he was too busy with Scott Peterson to work for Jackson ."
"(CNN) -- A Florida exterminator whose dead daughter and injured son were found in his truck has been charged with attempted murder, and police were searching his Miami home Thursday night, police said. Chase Scott, spokesman for West Palm Beach Police, told CNN that officers were executing a search warrant for evidence in the home of Jorge and Carmen Barahona. Jorge Barahona, 53, was found unconscious beside his pest-control truck early Monday along a south Florida interstate by a road assistance ranger, along with his 10-year-old adopted son, who was inside the vehicle next to an open gas can, according to a probable-cause affidavit filed by detectives. Hours later, crews removing toxic chemicals from the truck discovered the boy's twin sister dead in a plastic bag. Earlier Thursday, Barahona was taken to a hospital Thursday after he ""attempted to harm himself,"" police said. Barahona, who was in custody in the Palm Beach County Jail, suffered a self-inflicted injury after deputies told him to get ready to go to a court hearing Thursday morning, West Palm Beach Police spokesman Scott Chase said. ""He immediately attempted to harm himself by thrusting himself backwards, causing an injury to his head,"" Chase said. ""He was immediately checked by emergency personnel and it was decided he was OK to appear in court."" However, Barahona ""refused to cooperate"" by not speaking and the judge decided to delay the hearing until another date, Chase said. Authorities later decided to take Barahona to Wellington Regional Medical Center for observation, he said. Meanwhile, a medical examiner has determined a cause of death for the girl, but it will not be made public until investigators review the findings, Chase said Thursday. Authorities likely will decide whether and how to charge Barahona in her death based on the autopsy results, Police Capt. Mary Olsen said Wednesday. The children were among the four the Barahonas adopted from Florida's foster care system. When the boy was found Monday by the roadside assistance ranger, he ""appeared to be in respiratory distress and (was) trembling"" and his clothing ""was soaked with an unknown chemical,"" the probable-cause affidavit said. The ranger then found Barahona on the ground beside the truck and called for help. The boy was hospitalized in intensive care with severe burns to his abdomen, upper thighs and buttocks, the affidavit said. While examining the boy, doctors noted he had sustained previous injuries, including a broken collarbone, a broken arm, scarring to his buttocks and lower abdomen, and ligature marks on both wrists, police said. After Barahona and his son were taken to a hospital, a worker decontaminating the truck discovered the body of the girl, wrapped in a plastic bag, the document said. Barahona told police he was distraught over the death of his daughter, and had intended to commit suicide by dousing himself with gasoline and setting himself afire, the affidavit said. Barahona said he didn't go through with his suicide plan because his son was with him, the document added. ""Basically, to paraphrase, he was stating that he placed his daughter in a plastic bag being distraught over her death,"" Chase told reporters Wednesday. ""He drove here from South Florida accompanied by his son. ""He then pulled off to the side of the road saying that he poured gas on his self, intending to light himself on fire. His son's head was in his lap and he decided, after giving his son some sleeping pills, that he wasn't going to do that."" Barahona told police that in dousing himself with gasoline, he inadvertently got some on the boy, Olsen said Wednesday. But his story doesn't add up, because there was no gasoline on the boy, she said. Instead, he was covered with another chemical whose composition had yet to be determined. ""That's why we're still treating this as a hazmat (hazardous materials case),"" Olsen said. The truck in which the children were found was taken to a secure location, Chase said, where an FBI evidence recovery team is going through the vehicle. Authorities are waiting for test results on the chemicals found in the truck. Chase said the substance on the boy's body and clothes was so potent that staff caring for the boy at the hospital became ill as well. The boy, who was transferred Wednesday morning to a specialized burn unit at Miami's Jackson Memorial Hospital, has not been able to talk to investigators because he is on a breathing tube, Olsen explained. Asked whether Barahona has expressed remorse, she said, ""He feels remorse, but we're not getting consistent statements with what we're seeing in our evidence."" ""It's a complex case,"" she added. At a hearing Wednesday in Miami attended by Barahona's wife, Carmen, a judge ordered that the remaining two children in the home be placed in foster care. Florida's Department of Children and Families had opened a child protection investigation within the past few days to look into a complaint involving the Barahona family, and it wasn't the first such complaint, spokesman Mark Riordan said. Reporters in the courtroom Wednesday heard tales of abuse, mainly concerning the twins, from state officials and experts. The caller to the child protection hotline in the latest case reported that the twins were routinely locked in a bathroom for long periods of time and had been bound with tape, the court heard. The story was corroborated by interviews with the other two children in the home, officials said in court. An investigator told the court that she went to the family's home on February 11 but had not seen the children. Instead, she said, she left after speaking with Carmen Barahona, planning to return on Monday. Asked why she did not return sooner, she said, ""I'm not allowed to do investigations on a weekend."" However, a spokesman for the department, John Harrell, said it is the job of investigators to follow through immediately or refer to someone else in the department to follow through when a matter is urgent. CNN's Kim Segal contributed to this report.","NEW: Jorge Barahona is charged with attempted murder; home is being searched .
Barahona ""attempted to harm himself"" Thursday morning, police say .
He ""refused to cooperate"" by not speaking, which postponed his hearing .
Cause of daughter's death has been determined but not made public ."
"(CNN)  -- Call him Captain Colbert. Comedian and TV host Stephen Colbert is headed for the high seas. Colbert will take part in the 777-mile Charleston Bermuda Race in May, organizers of the event have announced. ""The ocean has had a free ride for too long. Well, it has to deal with me now. Brace yourself, Atlantic!"" Colbert, the host of American political satire show ""The Colbert Report,"" said in a statement Friday. Event organizers have designated Colbert, who is a native of Charleston, S.C., Honorary Captain of the Fleet. The Charleston Bermuda Race is described by organizers as a ""romp through subtropical waters."" This year's competition will begin May 21 from Charleston Harbor. Held every two years, the first-to-finish in Bermuda competition is open to sailors with boats that are at least 30-feet long. Colbert, who took part in the race in 2005, will compete in one of race sponsor OnDeck's 65-foot ocean-racing yachts. OnDeck is presenting the race with the South Carolina Maritime Foundation and the Royal Bermuda Yacht Club.","Stephen Colbert to undertake 777-mile sailing voyage in May .
He will participate in Charleston Bermuda Race, event organizers say .
Comedian tells ocean: ""Brace yourself""
Colbert has been designated Honorary Captain of the Fleet ."
"(CNN) -- The unrest spreading through North Africa and the Middle East has reached the Persian Gulf nation of Bahrain, according to reports from the state news agency. At least three police officers and one demonstrator have been injured in clashes, the news agency reported. The injuries occurred during an attack on a police station during protests Sunday evening, the news agency said. After three officers were injured, police fired on protesters with rubber bullets, causing one injury, the news agency said. Further protests were scheduled to take place in Bahrain on Monday, making the country the latest in a string of nations to experience popular protests that began in Tunisia. Protesters who have organized on Facebook, Twitter and with e-mails want political reforms, including a constitutional monarchy. Recently, Bahrain's King Hamad bin Isa Al Khalifa offered more than $2,500 to Bahraini families, ostensibly in celebration of Monday's 10th annivesary of the adoption of the country's National Action Charter. Bahrain hosts the headquarters of the U.S. Navy's Fifth Fleet.","At least four people were injured in protests in Bahrain Sunday evening .
More protests are scheduled for Monday .
Bahrain's protests are the latest in a wave that began in Tunisia ."
"(CNN) -- Tiger Woods has apologized after he was fined by the European Tour for spitting on the 12th green during the final round of the Dubai Desert Classic. The world number three endured a torrid Sunday and was caught on camera spitting near the hole after missing a par putt when playing with Sergio Garcia, from Spain. Woods has been fined an undisclosed amount after European Tour officials reviewed footage of the incident. The former world number one took to Twitter on Monday to express his remorse: ""The Euro Tour is right -- it was inconsiderate to spit like that and I know better. Just wasn't thinking and want to say I'm sorry."" Woods flops as Quiros aces his way to Dubai victory . He added: ""Everyone was terrific all week, fans especially. Dubai is always a fantastic host. Just wish the week could have ended better."" A spokesman for the European Tour told CNN: ""The tournament director, Mike Stewart, feels there has been a Breach of the Tour Code of Conduct and consequently Tiger Woods will be fined."" Woods went into the final round on Sunday just one shot off the lead but struck a three-over-par 75 to sink down the leaderboard. It was his worst round as a professional on a regular European Tour event and he finished in 20th place. He was visibly irritated as it became clear his 14-month title drought was set to continue and afterwards described his play as ""very frustrating"" on the European Tour's official website. ""I got off to such a poor start -- I was two-over through three early and just couldn't make it up from there. ""But there were quite a few positives this week. Also a couple of glaring examples of what I need to work on, which is good. I'll go to work next week."" The tournament was eventually won by Spain's Alvaro Quiros, who carded a hole-in-one during his round of 68 to finish on 11-under. Woods' next appearance will be at the Accenture World Match Play Championship in Tuscon, Arizona. Meanwhile, D.A. Points recorded his first PGA Tour victory Sunday, taking the Pebble Beach National Pro-Am title alongside playing partner, actor Bill Murray. Points finished with a five-under-par round of 67 to finish on 15-under for the tournament -- two clear of Hunter Mahan.","Tiger Woods is fined by the European Tour for spitting during the Dubai Desert Classic .
Woods spat near the hole on the 12th green after missing a par putt .
Woods apologizes on Twitter saying he should have 'known better'
World number three endured a torrid final round sinking from tied second to 20th place ."
"(CNN) -- Capt. Chesley Sullenberger, the hero pilot who safely landed a full passenger jet in the Hudson River, was once again honored with cheers and applause Tuesday during a ceremony for him hosted by the governor of his home state. Gov. Arnold Schwarzenegger gives hero pilot Chesley Sullenberger a flag and license plate. California Gov. Arnold Schwarzenegger, first lady Maria Shriver and other dignitaries greeted Sullenberger at the state Capitol rotunda in Sacramento. Taking a break from difficult negotiations over a troubled state budget, the governor presented Sullenberger with a jacket with the state seal, a California state flag that had flown over the state Capitol, a proclamation and a ""California Hero"" license plate. ""Today is a very important day,"" Schwarzenegger said. ""There are legislators upstairs that are negotiating and working on a budget -- [we] need a great hero in a state capitol."" The Sullenberger family lives in Danville, California. Sullenberger's response was understated -- as it has been at other ceremonies, including a New York City Hall event when he was given the key to the city by Mayor Michael Bloomberg. ""On behalf of the other four crew members of Flight 1549 and also on behalf of the many thousands of aviation professionals whose daily devotion to duty keeps air travel safe, I gratefully accept this recognition,"" he said. Sullenberger and his crew safely landed the damaged airplane, believed to have hit a flock of birds, in the Hudson on January 15. All 155 passengers aboard the US Airways flight survived. CNN's Scott Thompson contributed to this report.","California governor honors U.S. Airways pilot Capt. Chesley Sullenberger .
Schwarzenegger: ""We need a great hero"" in state legislature like Sullenberger .
Sullenberger safely landed flight 1549 in the Hudson River in New York .
Sullenberger accepts recognition on behalf of crew members, others ."
"Miami (CNN) -- A Florida father found in a contaminated pest control truck with his seriously injured son and a bagged body has been charged with aggravated child abuse, authorities said Tuesday night. George Barahona, 53, will likely face other charges from the ""complicated"" investigation, said Chase Scott, a spokesman for the West Palm Beach Police Department. The incident began Monday morning when a pest control truck pulled to the side of Interstate 95 in the West Palm Beach area. Firefighters called to the scene found the man and boy suffering from some type of illness, Scott said. Barahona and his son, Victor, 10, were rushed to hospitals in serious condition, Scott said. The father is in intensive care in another hospital, but is lucid and has talked with investigators, police said. The charge is related to his 10-year-old son. The boy suffered burns and injuries from inhaling unknown contaminants, Scott said. ""He is in a difficult medical condition"" and is in isolation. ""He did suffer some burns from the chemicals that were on his clothing and his body,"" Scott said. Investigators found in the rear of a truck a somewhat deteriorated bagged body. Workers had to don emergency hazardous materials outfits and wrapped the body twice more to limit exposure. The workers were later decontaminated. Police don't know how long father and son were exposed to the toxins, Scott said. ""They were incredibly toxic chemicals."" The body was taken to the county medical examiner's office for positive identification, said Scott, adding investigators have an idea of who it might be. The Federal Bureau of Investigation is examining the truck and chemicals, Scott said. The entire vehicle, which was emitting fumes, is covered in unidentified chemicals, according to Scott. The FBI has been asked to assist; it is taking samples to identify the makeup of what Scott described as a highly toxic liquid. Neighbors of Barahona told reporters that he is an exterminator. Within the past few days a child protection investigation had been opened to look into a complaint involving the Barahona family, said Florida Department of Children and Families spokesman Mark Riordan. The agency is responsible for investigating allegations of abuse, abandonment and neglect of a minor. He would not elaborate on the nature of the complaint in this case, but said the agency has investigated complaints about the family in the past, ""Several times we've been out to the home,"" he said. The Barahonas had adopted four children, including Victor, from Florida's foster care system, Riordan said. Police have spoken with Victor's mother, Scott said. ""We're in the preliminary stages of an extremely tragic, complex set of circumstances,"" Riordan said. ""We're working side by side with law enforcement from two jurisdictions to make sure from DCF's perspective that the children are safe."" To ensure their safety, the ""remaining"" children have been removed from the family home and have been placed with a close relative, Riordan told CNN. He would not specify how many children were removed. Law enforcement officials in West Palm Beach are handling the death investigation, while authorities in the Miami area, where the Barahona home is located, are looking into the family and the safety of the children, Riordan said. Scott said some firefighters became sick from fumes coming from the vehicle, but they have all been treated and released. A guard and others at the hospital where the boy was taken also complained of feeling ill. CNN's Shawn Nottingham contributed to this report .","NEW: Father charged with aggravated child abuse .
No identification has been made on the body, which was found in a bag .
The son is in serious condition; the father is in intensive care .
Florida's Department of Children and Families is involved in the case ."
"Orlando (CNN) -- A high school sophomore in Orlando who throws a mean fastball but was cut from his baseball team because he's not so good at fielding bunts said Tuesday that his rejection was off-base. ""I went there and tried out and the coach gave me the excuse that I can't cover bunts,"" 16-year-old Anthony Burruto told HLN's ""Prime News"" about his coach's decision at Dr. Phillips High School. ""Bunts wasn't even part of the tryout."" And Burruto's 80-mph fastball just wasn't enough, apparently. Oh, there's another thing about Burruto that may -- or may not -- have anything to do with this story. Life threw him a curve that other athletes at the school have not had to contend with: He has no legs. Burruto launches his pitches from atop prostheses. But the birth defect never deterred him from pursuing the sport: He has played baseball since he was 8, playing two seasons in the fall league and one on the junior varsity team. ""They know what he's got,"" Burruto's mother Diane said about the school's coaches. ""He's a very good athlete, very good pitcher. He handles his own out there."" She said her son worked hard to hone his skills. ""Not to say other kids out there don't work hard, but Anthony has to work harder. He loves the game of baseball."" She added, ""He became skilled at it, he excelled at it, and had to overcome obstacles, obviously, to get there. Nothing can stop him. That's the way I raised him. You don't have a disability. You want to do something? Go out and try to do it."" In a written statement, a spokesman for the Orange County Public Schools said Burruto was treated like any other player. ""Anthony was given the same opportunity as all other students to try out for the Dr. Phillips High School baseball teams,"" wrote Dylan Thomas. ""He was among 63 student athletes who were evaluated for a position on either the varsity or junior varsity squads. With only 40 roster spots, Anthony and 22 other students did not make either team. As a sophomore, Anthony has the chance to vie for a position on a school team again next year and we hope he will."" But Burruto said he was not sure he would, particularly if the coach who cut him keeps his job. ""I would never play for him again,"" Burruto said. ""He basically told me that I'm not going to make the team ever again because I can't field the bunts, which isn't true. I can field bunts -- just a little slower than the average person."" Burruto said his former teammates have been incredulous when they learned he has been cut. ""Their reaction is, 'Oh, my God! Are you serious? There's no way! How can you get cut?' They're livid about it.""","16-year-old Anthony Burruto throws an 80 mph fastball .
""The coach gave me the excuse that I can't cover bunts,"" Burruto says .
""Oh, my God! Are you serious?"""
"(CNN) -- Park Ji-Sung's Manchester United return has been put on hold after the South Korean midfielder suffered an injury in training. The English Premier League leaders had been without the 29-year-old for the past six weeks while he was at the Asian Cup in Qatar, and he now faces another month on the sidelines. Park injured a hamstring injury on Friday ahead of the Manchester derby, and will now miss United's European Champions League last-16 clash with Marseille in France on February 23. ""It was very unfortunate because it was his last kick of the ball in training,"" team manager Alex Ferguson told the club's website on Tuesday. Has Rooney joined the ranks of football's immortals? ""We were really looking forward to having him back after being away for a month at the Asian Cup. He'll be out for up to a month, which is a blow to us."" The winger has not played for the English Premier League leaders since the 2-0 win over Sunderland on December 26. Park was part of the South Korea squad which reached the semifinals of January's Asian Cup before losing to eventual champions Japan. The former PSV Eindhoven star announced his international retirement after the tournament, citing a persistent right-knee injury as one of the reasons for his decision. Park will also miss Saturday's FA Cup fifth-round match with non-league minnows Crawley Town as well as Premier League trips to Wigan, Chelsea and Liverpool, but may be back in time for the second leg against the French champions on March 15. Cup magic shared by cross-channel minnows Crawley and Chambery . In better news for United, Ecuador winger Antonio Valencia is back in training after breaking his ankle in a Champions League match against Scottish side Rangers in September. ""Valencia started training with the reserves on Saturday,"" Ferguson said. ""So he's on his way back and that will be a real boost to have him available for the run-in."" Valencia signed from Wigan for a reported $27 million in July 2009. The 25-year-old was a regular as United finished second behind Chelsea, but has made only two league appearances this season.","Manchester United's Park Ji-Sung will be out for up to a month with a hamstring injury .
South Korean midfielder has not played for United since returning from the Asian Cup .
He will now miss key Champions League and Premier League matches .
Ecuador's Antonio Valencia has returned to training after a lengthy absence ."
"WASHINGTON (CNN) -- Iran poses a significant threat to Iraq, but security has greatly improved in the war-ravaged country, according to a Pentagon report. Iraqi soldiers parade in Kirkuk on January 10. The Pentagon credits better forces for improved security. The Pentagon assessed progress in Iraq from September to November in its quarterly report to Congress, issued on Tuesday. Iran ""continues to reflect a fundamental desire to oppose the development of a fully secure and stable Iraq,"" despite its ""persistent promises to the contrary,"" the report said. Iran tried to undermine the U.S.-Iraqi security agreement forged last year, the report said, and ""continues to host, train, fund, arm, and direct militant groups intent on destabilizing Iraq."" ""Countering malign influence and balancing soft Iranian influence remain priorities to stabilize Iraq and ensure the sovereignty of its people,"" the report said. The report cites improvements in politics, security, economics, diplomacy and rule of law, but emphasizes their fragility. ""Iraq remains fragile because its major power brokers do not share a unified national vision. They disagree on the nature of the state and are reluctant to share power and resources,"" it says. ""The overall security situation in Iraq continues to improve,"" the Pentagon report says, crediting, among other things, improved Iraqi security forces and the political will of the government to fight militants. It says the insurgency has diminished as some militants embrace the Iraqi government. The U.S.-led coalition has transferred security leadership to Iraqi forces in several provinces and coalition troops from many countries have withdrawn their forces. The United States and Iraq have signed a bilateral security agreement calling for all U.S. troops to leave by the end of 2011. Although the number of civilians killed has dropped, assassinations of juridical and legislative officials have increased and violence against Christians in Nineveh province has stirred concern. The report raises fears that the mishandling of key political efforts in the country could reverse gains. Crucial efforts include the upcoming provincial elections, resolving disputes over areas such as Kirkuk city; resettling displaced people; and providing permanent employment for the Sons of Iraq, the largely Sunni U.S.-backed security personnel.","Pentagon report assesses progress in Iraq from September to November .
Iran ""continues to...oppose...a fully secure and stable Iraq"" by supporting militants .
Report cites ""fragile"" improvements in economy, security, rule of law .
""Iraq remains fragile because ... power brokers don't share a unified national vision"""
