input,expected_answer
"Washington (CNN) -- The issues of abortion and illegal immigration will be in the spotlight over the next week, but all eyes will be on Texas on Monday for a major player to announce his political plans. 1. Austin or Washington for Perry? Will Texas Gov. Rick Perry run for re-election next year for an unprecedented fourth full term in office? We should find out Monday, when Perry is expected to make his intentions known at an event in San Antonio in front of friends and supporters. Perry to announce political future Monday . Perry was originally planning to announce his plans by the end of June but delayed his decision after he called the state legislature into a special session to try to once again pass a controversial bill that would ban most abortions after 20 weeks of pregnancy. The bill was sidetracked by a filibuster a week and a half ago by Democratic state Sen. Wendy Davis that grabbed national headlines. The conventional wisdom is that Perry is leaning against another term in Austin, as Texas Attorney General Greg Abbott, a fellow Republican, gears up for running. And if Perry doesn't run for re-election in 2014, the thought is that he would make another bid for the White House, in 2016. Can Perry overcome his last presidential run? But note that Perry has bucked conventional wisdom in the past. 2. Abortion battle resumes in Texas . Texas state lawmakers on Monday will resume that special session called by Perry, with a state Senate committee holding a hearing on the abortion measure and the full Senate convening the next day. In the state House, Republicans have already passed the bill through committee. It heads to the full chamber Tuesday. Large demonstrations on both sides of the issue are planned starting Monday. Perry blames abortion rights activists for 'absolute anarchy' The push in Texas comes after other states have passed such bans in recent years, including Nebraska, Kansas, Louisiana, Oklahoma, Indiana and Alabama. Arkansas has a ban in place for pregnancies beyond 18 weeks, and North Dakota has the tightest restriction in the country at six weeks, when a fetal heartbeat can be detected. 3. And another one heats up in North Carolina . The abortion issue will also be front and center in North Carolina, when state lawmakers return to Raleigh this week. The state Senate just passed a series of anti-abortion amendments that were tacked onto a bill that would ban Sharia law. The measures don't include a 20-week provision but would place increased standards on abortion clinics and limit health care coverage for abortions. North Carolina joins states legislating against abortion . The action now moves back to the state House, which has passed the Sharia law bill without the abortion restrictions. Meanwhile, Republican Gov. Pat McCrory has expressed concerns about how the Republican-dominated state Senate rushed the passage of the anti-abortion amendments but has not indicated whether he would sign the bill. 4. Rubio has a decision to make . On the federal level, Sen. Marco Rubio is considering a request by anti-abortion groups to sponsor a bill in the U.S. Senate that would ban most abortions after 20 weeks, an adviser to the Florida Republican confirmed to CNN on Wednesday. ""I can tell you that the pro-life groups are asking Senator Rubio to sponsor the bill in the Senate. He's on a family vacation this week and will decide when he returns to D.C. next week,"" said the adviser, who asked for anonymity to speak more freely. Anti-abortion groups push Rubio on 20-week ban bill . Marjorie Dannenfelser, president of the Susan B. Anthony List, said her organization has been leading efforts to recruit Rubio to sponsor the bill in the Senate. ""He wants to, and that's good news,"" she told CNN on Tuesday. Susan B. Anthony List describes itself as a group ""dedicated to electing candidates and pursuing polices that will reduce and ultimately end abortion."" Other anti-abortion groups are also urging Rubio to sponsor the bill. If he does, it would give the measure added media attention, as Rubio is one of the GOP's biggest stars and is considered a possible 2016 Republican presidential contender. But conservatives have criticized the first-term senator in the past couple of months for his big push for a bipartisan comprehensive immigration reform package that includes a pathway to citizenship for most of the 11 million undocumented immigrants in the country. The Republican-controlled House passed a similar late-term abortion ban bill last month, with only six Republicans voting against the measure and six Democrats voting for it. The bill prohibits most abortions for women beyond their 20th week of pregnancy. While the original House bill included an exception for cases in which the health of the mother is in danger, Republicans got strong pushback for not including exceptions for pregnancies that resulted from rape or incest. Republican leaders later added new language to include those exceptions. The measure is expected to go nowhere in the Democratic-controlled Senate, and the White House has threatened a veto on the legislation. 5. Congress returns with immigration fight waiting . With the Senate passing a bipartisan immigration reform bill a week and a half ago, the spotlight has shifted to the GOP-dominated House. House Republicans meet behind closed doors Wednesday to discuss their next steps. Republican leaders in the House say the Senate bill, which includes an eventual pathway to citizenship for most undocumented immigrants, is a nonstarter in their chamber. House Speaker John Boehner insists that lawmakers will craft their own bill or series of bills, separate from the Senate legislation. Immigration reform looks doubtful in House as lawmakers quarrel . The Senate bill, which passed 68-32, included a last-minute, bipartisan amendment, which called for tougher border security measures, to make the overall legislation more acceptable to Republicans. CBO: Senate immigration bill would cut undocumented flow 33-50% . A bipartisan group is also working on a package in the House, though its proposals differ sharply from the Senate measure by making it harder for undocumented immigrants to get on a path to citizenship. The same day that House Republicans powwow, former President George W. Bush speaks about immigration at his recently opened presidential library in Texas. The title of the event: ""What Immigrants Contribute."" The former Republican president tried but failed to pass immigration reform during his second term in the White House, thanks in part to opposition from members of Congress from his own party. Bush's new mission: Helping those who have the least . CNN's Ashley Killough contributed to this report.","Rick Perry to announce his political future Monday .
Texas special session resumes to take up derailed abortion bill .
North Carolina could send governor abortion restrictions bill .
George W. Bush to speak on immigration reform Wednesday ."
"(EW.com) -- One of the busiest men in entertainment could soon find his schedule a little more packed. EW has confirmed that ""American Idol"" host Ryan Seacrest is close to reaching an agreement with NBC that would put him at the helm of the network's upcoming reality series, ""Million Second Quiz."" If reached, the deal would also make him an executive producer. Seacrest, whose production company is responsible for ""Keeping Up with the Kardashians,"" also hosts a daily morning show, ""On Air"" with Ryan Seacrest and ""ABC's New Year's Rocking Eve,"" on top of his ""Idol"" duties. See the original story at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly . © 2011 Entertainment Weekly and Time Inc. All rights reserved.","EW confirmed the ""Idol"" host is close to inking a deal .
He would also serve as exec producer for a new reality series .
His production company is responsible for ""Keeping Up with the Kardashians"""
"(CNN) -- A Cleveland man accused of murder, rape and holding three women captive for about a decade in his home pleaded not guilty Wednesday to the 977 counts against him. Ariel Castro's plea is his second in a month, necessitated by a fresh indictment issued by a grand jury last week. The 977-count indictment added 648 counts to the 329 to which he pleaded not guilty in June. Castro, wearing an orange jumpsuit and flanked by two defense attorneys, kept his eyes closed during most of Wednesday's proceedings in Cuyahoga County Court of Common Pleas. The judge periodically instructed him to open his eyes to make sure he understood the charges and his rights as she summarized them. ""I'm trying,"" Castro responded at one point, looking at the judge for a time before closing his eyes again. Authorities said Castro abducted Michelle Knight, Amanda Berry and Georgina ""Gina"" DeJesus separately in a two-year period starting in 2002. Source: Michelle Knight was Cleveland suspect's main 'punching bag' The women, as well as Berry's 6-year-old daughter, who authorities say was fathered by Castro, were freed in May after one of the women shouted for help while Castro was away from his 1,400-square-foot home. The judge on Wednesday ordered that bail remain at $8 million and that a previous order prohibiting Castro from contacting his alleged victims remain in place. Castro, a former school bus driver, is awaiting trial at a Cleveland jail. 'Please don't let me go,' Cleveland kidnap victim told officers . The new indictment encompasses all the years of the women's alleged captivity, whereas the previous indictment covered only the first four and a half years, the Cuyahoga County prosecutor's office said. Among the charges are two counts of aggravated murder, in which Castro is accused of intentionally causing the termination of a pregnancy. Castro also faces 512 counts of kidnapping, 446 counts of rape, seven counts of gross sexual imposition, six counts of felonious assault, three counts of child endangerment and one count of possessing criminal tools. After Castro pleaded not guilty to the first 329 charges last month, one of his attorneys, Craig Weintraub, told reporters that although some of the charges ""cannot be disputed,"" the plea was an effort to seek a deal that would avoid a trial and take the prospect of the death penalty off the table. Prosecutors have not decided whether to seek the death penalty, Maria Russo, a spokeswoman for the Cuyahoga County prosecutor's office, said Wednesday. She declined to comment on whether a plea deal might be in the works and said that the state will be ready for an August 5 trial date previously set by the judge. 'Thank you:' Cleveland kidnapping victims speak out for the first time . CNN's Dana Ford contributed to this report.","Ariel Castro is arraigned on a fresh 977-count indictment .
Prosecutors: The indictment covers the entire period of the alleged captivity .
Castro is accused of holding three women against their will for close to a decade .
The judge repeatedly tells Castro to keep his eyes open during the arraignment ."
"(EW.com) -- Another day, another English musician getting upset over his compensation from a streaming service. Following in the footsteps of the gentlemen from Pink Floyd, Radiohead frontman Thom Yorke took umbrage with the amount of money paid to artists who allow their music on Spotify. ""Make no mistake new artists you discover on #Spotify will no get paid,"" Yorke tweeted. ""Meanwhile shareholders will shortly being rolling in it. Simples."" Yorke engaged in a Twitter exchange with his longtime producer and collaborator Nigel Godrich, who tweeted, ""We're off of Spotify. Can't do that no more man. Small meaningless rebellion."" Pink Floyd writes an open letter on streaming services . That means that Spotify customers can no longer stream Yorke's 2006 solo album ""The Eraser,"" the first album from Godrich's Ultraista project, or the Atoms For Peace album ""Amok."" ""The reason is that new artists get paid f*** all with this model. It's an equation that just doesn't work,"" Godrich wrote on Twitter. ""Meanwhile small labels and new artists can't even keep their lights on. It's just not right."" More and more musicians have been speaking up about streaming services, who continually swear that their compensation packages are fair. In the eyes of Yorke and Godrich, services like Spotify (or Pandora, another frequent adversary of musicians) devalue the product created by artists. Yorke drove that point home in his most recent tweet: ""For me 'In Rainbows' was a statement of trust. People still value new music,"" he wrote, referencing the album his band released as a pay-what-you-want download back in 2007. ""That's all we'd like from Spotify. Don't make us the target."" Reassessing Radiohead . Spotify released a statement in response to Yorke and Godrich's tweets: . ""Spotify's goal is to grow a service which people love, ultimately want to pay for, and which will provide the financial support to the music industry necessary to invest in new talent and music,"" a company spokesperson said Monday. ""We want to help artists connect with their fans, find new audiences, grow their fan base and make a living from the music we all love. ""Right now we're still in the early stages of a long-term project that's already having a hugely positive effect on artists and new music. We've already paid $500M to rightsholders so far, and by the end of 2013 this number will reach US$1bn. Much of this money is being invested in nurturing new talent and producing great new music. ""We're 100 percent committed to making Spotify the most artist-friendly music service possible, and are constantly talking to artists and managers about how Spotify can help build their careers."" See the original story at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly . © 2011 Entertainment Weekly and Time Inc. All rights reserved.","Radiohead's Thom Yorke disagrees with Spotify's musician compensation .
His producer and collaborator, Nigel Godrich, said their music has been pulled from the service .
Spotify responded that they're still in the early stages of a long-term project ."
"(Cover Media) -- Nick Cannon is proud of his wife Mariah Carey's ""trooper"" mentality in the face of her injury. Carey dislocated her shoulder on Sunday while shooting her latest music promo for her single ""#Beautiful"" in New York City. Immediately after the accident, she visited New York's Hospital for Special Surgery on the Upper East Side to have her shoulder reset. Cannon was with the mother of his two children when she sustained the trauma, and he is shocked by how strong Carey was through all the pain. ""She's such a trooper,"" Nick told the ""Today"" show Tuesday. ""I was going to rush to the hospital with her, [but she said,] 'You get back in there and finish that video!' Then, after they put [her] shoulder back in place, bandaged her all up, she came back to the video early in the morning and finished out everything."" Apparently when Carey went down she donned full diva attire. ""She was in this nice, beautiful gown, heels on and everything, and was kind of on this platform and reached and slipped and fell on her whole side,"" he said. Cannon added that his wife's injuries were a little more dramatic than initially reported, as the songstress' bones were also damaged. ""It was pretty serious,"" he said. ""Not only did she dislocate her shoulder, she actually cracked a rib and ... she chipped her shoulder bone."" Despite her injury, it's rumored that Carey will still perform in upcoming shows. She is set to sing at a free concert on Central Park's Great Lawn July 13, an event in association with Major League Baseball to benefit the Hurricane Sandy Relief. The singer is currently promoting her album ""The Art of Letting Go,"" which is scheduled for release this year. See the original story at Covermg.com.","Nick Cannon said Mariah Carey's injuries on the set of a music video were pretty serious .
Carey dislocated her shoulder, cracked a rib and chipped her shoulder bone .
However, after receiving treatment she was back on set the next morning .
Cannon: Mariah's ""such a trooper"""
"(EW.com) -- No one can question Guillermo del Toro's passion for Japanese monster movies. The fanboy-friendly director, who earned his Comic-Con bona fides by crafting oddball fantasias including Pan's Labyrinth and the Hellboy films, has spoken at length about being weaned on creature double features as a kid in Mexico. And it wasn't just the granddaddy of all man-in-a-rubber-suit behemoths, Godzilla, who cracked open his mind. He also swooned over the more esoteric beasties in Toho Studios' kaiju (i.e., giant monster) stable — titanic brutes like Mothra, Megalon, and Mechagodzilla. It goes without saying that the man's geek credentials run deep. Now, with his latest film, the gargantuan monsters-vs.-mammoth-robots smackdown Pacific Rim, del Toro has somehow persuaded Hollywood to bankroll his tribute to the giddy junk food he grew up on. And that's exactly what the film feels like: a 48-year-old kid playing with gigantic action figures in the world's most expensive sandbox. Unfortunately, his deep-rooted passion never quite makes the leap from his imagination to the screen. EW: Idris Elba as Mandela in trailer . Set in the not-too-distant future, Pacific Rim picks up after a string of apocalyptic sea-monster attacks have reduced San Francisco, Manila, and Cabo San Lucas to dust. It turns out that a breach in the bottom of the Pacific Ocean has ripped open and loosed an armada of kaiju. Humanity is defenseless against their massive, razor-toothed maws and battering-ram limbs — at least until the military's high-tech Jaeger program is conceived. The Jaegers (German for ''hunters'') are 25-story robots operated by two human pilots whose minds are neurally linked in a process called ''the drift.'' The Jaegers are only as good as their operators, who must be able to read each other's thoughts and intuit each other's next moves. Go-it-alone rebels need not apply. But of course one does: Raleigh Becket (Sons of Anarchy's Charlie Hunnam), a hotshot pilot whose brother was killed in a kaiju rampage and who's so wild and unpredictable he might as well have the name ''Maverick'' stenciled on his helmet. It doesn't help matters that Hunnam has to bark goofy lines like ''Stay in the drift, the drift is silence!'' EW: Martin Freeman says farewell to Bilbo Baggins . Silly dialogue is not the most serious problem with del Toro's rock-'em-sock-'em monster mash. We've come to expect a few groaners from our action spectaculars. But do the clichés need to be piled quite so high? Raleigh is a loner who must learn to trust his new partner (Babel's Rinko Kikuchi) and heed the lessons of his stern commander (Idris Elba). Few of the actors leave much of an impression. And the ones who do (Charlie Day and Burn Gorman as a shrill pair of wacky scientists) are grating. Let's be clear, though: The main reason anyone wants to see a movie like Pacific Rim is to watch robots smack the snot out of monsters and vice versa. And that's where del Toro hits the biggest snag. The problem is a matter of scale. Pan's Labyrinth cast such a spell partly due to the freaky details of a character like the Pale Man. The giant eye in the palm of his hand was designed with such jeweler's precision that it was seared into your dreams (and nightmares) after you walked out of the theater. Here, del Toro's monsters are so big, and shot in such unrelenting rainy darkness, that the audience never gets a chance to dissect and fetishize their monstrous anatomies and be swept away by their weirdness. And if you can't be transported by a humongous calamari leviathan with suction-cup limbs projectile-vomiting bioluminescent goo, that's an issue. I don't know if del Toro felt overwhelmed by the pressure of making a megabudget 3-D tentpole for the first time, but there isn't enough of his bewitching poetic touch in the film. In a sense, Pacific Rim winds up being not enough of a Guillermo del Toro movie. It's more like a mash-up of Real Steel and the Transformers pictures. Which is a shame, because the idea is undeniably cool. But I'd be surprised if a kid in Mexico or anywhere else walked out of Pacific Rim with a burning desire to direct a tribute to it when he or she grows up. Grade: B- . See the original story at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly . © 2011 Entertainment Weekly and Time Inc. All rights reserved.","Guillermo del Toro directed ""Pacific Rim""
Critic says silly dialogue is not the most serious problem .
EW gives a grade of B- ."
"(CNN) -- A bail hearing for a man arrested in connection with homicide allegations against former New England Patriots player Aaron Hernandez was postponed Tuesday. In a brief court proceeding in Attleboro, Massachusetts, the bail hearing for Carlos Ortiz was continued to August 14. Ortiz was arrested in Connecticut on a Massachusetts firearms charge June 26, the same day Hernandez was arrested on suspicion of killing Odin Lloyd, 27. Hernandez has been charged with premeditated murder. He has pleaded not guilty. Judge orders Hernandez case evidence documents to be released . Authorities have said Hernandez, 23, Ortiz and another man picked Lloyd up from his Boston apartment early on June 17. Surveillance cameras captured the car at an industrial park near Hernandez's North Attleborough home. Lloyd's body was found in the industrial park later that day, authorities have said. The Patriots released Hernandez after the arrest. In Tuesday's proceeding, the court ordered that records in connection with Ortiz's case remain sealed. A law enforcement source told CNN earlier that Ortiz was cooperating with investigators. The source declined to elaborate.","Carlos Ortiz's bail hearing is moved to August 14 .
Police say Ortiz, arrested on firearms charge, is an associate of ex-NFLer Aaron Hernandez .
Hernandez is charged with murder in death of Odin Lloyd in Massachusetts .
Authorities: Ortiz was in car with Hernandez, Lloyd before Lloyd was killed ."
"(CNN) -- Sir Elton John faces surgery soon for appendicitis that has derailed his European tour, a spokesman for the singer said Tuesday. John, 66, was diagnosed with ""appendix abscess surrounding retrocaecal appendicitis"" after falling ill during the tour, publicist Gary Farrow said in a written statement. The surgery will be performed in the United Kingdom in ""the coming weeks"" after he undergoes an intensive course of antibiotics and ""doctors can be confident they have sufficiently reduced toxins within the inflamed appendicitis site,"" Farrow said. The remaining shows in his tour have been canceled, including Friday's headline show at London's Hyde Park, he said. The concert will still happen with Ray Davies, Elvis Costello, Gabrielle Aplin and Nick Lowe performing. ""Elton is incredibly disappointed to postpone these tour dates,"" he said. ""To know that he made such super-human efforts and continued to perform to thousands through his illness only confirms his dedication to his European fans. He is eager to be back on top form and return to play the remaining shows starting in early September 2013."" Touring will resume only after ""he has fully recovered from both the planned surgery and any damage caused by the appendix abscess,"" the statement said. Sir Elton and David Furnish welcome another son . CNN's Jane Caffrey contributed to this report.","Sir Elton John, 66, was diagnosed with appendicitis during his European tour .
Surgery will be performed in the United Kingdom in ""the coming weeks""
The remaining shows in his tour have been canceled ."
"(CNN) -- Like many things in life, it's going to get worse before it gets better. That lardy layer of humid, sticky heat oozing over the Northeast and Midwest is getting hotter and spreading out Thursday. But cooling rain will wash it away in some places in the evening. The worst of it started out on the National Weather Service map as bright orange spots over parts of New England and Michigan this week. The spots have grown nearly together like a bad rash, forming a seething blotch from Massachusetts to South Dakota. Temperatures above 90 degrees will combine with roughly 100% humidity to put heat indexes -- how hot it feels -- in the 100s. New York City is expected to have a heat index of 103 Thursday. Hartford, Connecticut, along with Detroit and Baltimore, are expected to hit 105, CNN meteorologist Indra Petersons said. ""What makes heat so dangerous is not just the maximum temperature for one day, but how long the heat wave lasts,"" she said. ""New York City is in its fifth day, and we're not over with it yet."" The temperatures are above normal for what is already one of the hottest times of the year, she said. A cold front from Canada will work its way south, bringing some temperature relief to the Midwest on Friday and to the Northeast on Saturday, but also bringing severe storms, CNN meteorologist Dave Hennen said. Sweltering conditions . The heat has already caused problems in major cities this week. Thousands of people were stuck in a commuter train in rush hour Wednesday as they headed out of Manhattan to Long island, New York. In Detroit, some schools are closed for the rest of the week. ""Daily Show"" reporter John Oliver summed up the misery with a joke: ""On my way to work this morning, I saw a squirrel stab a pigeon over a piece of ice."" Health dangers . Extreme heat causes more deaths than all other extreme weather conditions, the Centers for Disease Control and Prevention says. It killed over 8,000 people between 1979 and 2003, more than ""hurricanes, lightning, tornadoes, floods, and earthquakes combined."" From 1999 to 2009, there was an annual average of 658 heat-related deaths in the country, the CDC says. At least six people have died this summer in the Northeast, health officials in Maryland and New York state reported. A elderly man in Kentucky found dead this week after he wandered away from his home passed away from heat exhaustion, a local coroner's office said Thursday. The hot weather is of particular concern for children, the elderly and people with heart and lung conditions, as air quality plummets while ozone levels soar. Officials advise everyone to stay cool and drink plenty of water. Letting off some steam . Some people could find no relief from the heat and took their complaints to social media. ""Melting. Way too hot in this place to sleep,"" tweeted Morgan Sable from Ontario. Twitter user @annielaa2 in Pennsylvania didn't have air conditioning Wednesday and turned a fan on herself and her cat. ""Getting hot air blown in your face really doesn't help,"" she tweeted. From Toronto to Indianapolis, many people chose not to hide indoors in front of the air conditioner and opted for water instead, flocking to beaches, pools, fountains and splash parks. CNN's Ben Brumfield, Leslie Bentz, Sunlen Miller and Laura Ly contributed to this report.","NEW: Heat exhaustion kills man in Kentucky .
The longer the heat wave lasts, the greater the dangers, meteorologist says .
Severe storms are expected Friday in the Midwest, Saturday in the Northeast .
Heat indexes are expected to hit 105 in some cities Thursday ."
"(EW.com) -- Jeremy McGuire, the 23-year-old ""boat shop associate"" from Texas was evicted from the Big Brother house last night. And even though Julie Chen went easy on him during his exit interview, we didn't think he should be able to walk away without answering some questions. Entertainment Weekly: How's it going, Jeremy? Jeremy McGuire: It's going as good as it can be. I mean, I got evicted, so it's kind of a bummer. EW: How much did you know that you were getting evicted? You seemed when you gave your final speech to the house to know that it was kind of a fait accompli. McGuire: Yeah, I mean it's a small house and word gets around quick, so I mean, I knew at the beginning of the week. And even though I tried to make as many deals as possible, they knew that the only way to get me out was to backdoor me so they took the opportunity. EW: I mean, can you blame them? McGuire: No, I can't blame them. I mean, it's a game, and I respect everybody's game, and to be honest with you, if they didn't get me out then, they probably wouldn't have been able to get me out later. EW: Yeah, it's true. I'm sure you haven't had time to go back and watch, but it almost seemed like Helen and Elissa might've been ready to make a deal with you. At what point after you had that talk with them in the HOH room, did you know that's not going to work? McGuire: Ah, well, I was making deals all the way up to the last day, so I didn't know until the last day. But, Helen had enough respect for me to come up and let me know that none of the deals were gonna be made and I just had that gut feeling. EW: Were you surprised that GinaMarie was one of the people to vote you out? McGuire: No, actually. I told her beforehand to vote with the house so that she could be in a better position. I mean, I knew I was going with or without her vote. It made her cry, but she's a good girl, and I didn't want to ruin her game. EW: No offense, but anything makes her cry. McGuire: Yes. [Laughs] That's very true. She wears her heart on her sleeve. EW: What was up with all the tears? McGuire: This was a very emotional cast. I feel like there was a lot of high emotions, and that house is a pressure cooker, so I think it just made everything a little bit worse. EW: I think had Kaitlin not used her power of veto, you both would actually still be in the house. I think that Aaryn would've gone home. I don't think people would've taken it out on Kaitlin for not using it. What's your sense of what might have happened? McGuire: I don't know. From what we were told, if she didn't use it, she would be going home, so we felt that it would be stupid for her not to use it. I mean, everybody told her that she would either have to use it or she'd be going home because everyone would vote her out for keeping me here. So we did what we had to do at the time that we had to do it. EW: Did you ever think about playing her and somehow telling her that that wasn't the case, so that she would keep you and she would go? McGuire: Ah no. You know, I'm not gonna lie, I fell hard for her, and I didn't want to ruin her game at all. I mean, I would've used it on myself, so I told her to use it on herself. EW: So like you said a couple minutes ago, the house was a real pressure cooker this season, and it's been an incredibly controversial season. How much were you told after you left the house about some of the things people have been saying about the racism and the homophobia and the anti-Semitism and the sexism that's gone on among the contestants? McGuire: Yeah, I was warned a little bit about some of the things. They told me that it's been a pretty hectic time outside the house, but I haven't gotten in to too many specifics, so I couldn't really tell you too much. But I know who I am, and I know that no matter what anybody says, it's not going to change my feelings about myself. So bring it on is all I have to say. EW: I haven't been watching the feeds. I've just been watching the show, but there have been a lot of people that have been watching the feeds, and they've been reporting things that several the contestants â€” among you â€” have said and there have been some homophobic and racist and sexist things that you've said. Do you have anything to say about that? EW: 'Big Brother' adds disclaimer for prejudice . McGuire: Yeah, I'm not racist, sexist, or homophobic, so I mean, I guess everything can be taken out of context. Everybody in there was friendly with everybody and we weren't scared to say it in front of each other, so I'm sure it was just twisted and turned in a way to entertain. But I guess we'll just have to wait and see. EW: Well, I don't know how much some of these words can be twisted or misinterpreted. I think it's difficult to misconstrue hate speech, but what was it like watching some of the things that Aaryn did, like flip over a bed or call Candice ""Shaniqua"" or things like that? McGuire: I mean, it was crazy, don't get me wrong. It was an emotional roller-coaster, and I just had to sit back and watch for most of it. But being there was kind of surreal regardless of what was going on. Everything kind of seemed unreal to me, so it really hasn't hit me yet to be honest with you. EW: When we talked to Nick after he got voted out, he said that on some level when you're playing a game you don't want to rock the boat, but then you don't want to be that person who just stands by idly while someone is making such racial slurs and just saying some really unfathomable things. Did that factor in at all for you? McGuire: Yeah, yeah. You know, I -- like you said, you don't want to rock the boat. I didn't want to get on anybody's bad side, and if it wasn't effecting me or at me personally, I didn't really want to jump into it. There's probably some times I should've stepped in and said, ""Calm down,"" but it's a really crazy time. It's really completely different than you would ever think, so I just sat back and enjoyed the show, I guess. EW: How do you think Kaitlin is going to react to a certain term you used to describe a private part of hers? McGuire: [Laughs] I don't know because I don't know what you're talking about. But hopefully, she reacts well. EW: I guess you'll see. So what's next for you? You're moving back to the boat? McGuire: Yeah, I'm going back to the boat. Gotta continue my sailing and hopefully, sail around South America soon. EW: 'Big Brother' contestant loses job over racist comments . EW: Yeah? With Kaitlin maybe? McGuire: Ah. I don't know 'bout all that, but we'll see. EW: Who do you think is most likely to last longer as a relationship: you and Kaitlin or Amanda and McCrae? McGuire: I think me and Kaitlin will. Amanda's got a man at home, so we'll see about that. EW: Oh, really? Does McCrae know that? McGuire: She's got a boyfriend at home. She might not anymore, but she did. EW: So you told Julie, you walked in one guy and walked out another. How so? McGuire: I walked in this cocky, arrogant man, and I walked out a little bit humbler. EW: And yet you walked out saying, ""I'm a champion when I eat, sleep, and poop."" McGuire: Yes. I am a champion when I eat, sleep, and poop. EW: That's humility. McGuire: [Laughs] I am a champion through and through, and that's why I couldn't throw anything and I had to win 'em all. And even though I didn't win the game, I walked out with my head high, and I tried my best. EW: Yeah. Well you were definitely a super-strong physical player. I think that they made the right move by getting rid of you now because you could've just dominated in competitions. McGuire: Exactly. I feel the same way. Thank you. See the original story at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly . © 2011 Entertainment Weekly and Time Inc. All rights reserved.","McGuire became the third contestant evicted from ""Big Brother""
He says he's ""not racist, sexist, or homophobic""
McGuire said he hopes to sail around South America soon ."
