input,expected_answer
"(CNN) -- After a student made obscene comments about her on Twitter, a high school teacher in northern Mexico taught a lesson with an online post of her own: a video showing her confronting the girl in class. Now the teacher is on administrative leave. The student has been suspended. The video has gone viral, with hundreds of thousands of views on YouTube. And there are now copies floating around. The eight-minute video gives a glimpse of a lesson that students at the science and technology high school in Mexico's Tamaulipas state aren't likely to forget. At first, it looks like a typical classroom scene, with students attentively listening as human resources teacher Idalia Hernandez Ramos presents the day's lesson. For several minutes, Hernandez asks one student to stand up read a statement about social media out loud, then peppers her with questions about how harmful it can be and how people can be prosecuted for what they've posted. The student mentions possible problems with cyberbullying. ""And the destruction of the image of another person?"" Hernandez asks. The student nods vigorously. That's when Hernandez confronts her. ""Knowing that, could you tell me why you wrote this?"" she says, handing the student a phone. A long, tense silence follows. The student then admits being the author of the tweet, saying that she was ""upset."" Growing visibly emotional, Hernandez tells the student that she's also ""very upset."" She then points to several other students recording the incident on cell phone cameras and tablets and demands an apology. ""My family saw it (the tweet) and now you're going to apologize in front of these cameras,"" Hernandez says. ""I made a mistake,"" the student says in a barely audible voice. ""The teacher didn't deserve being called those things."" A fellow student who apparently shared the comments is also chastised by the teacher, who calls them both ""cowards"" in front of the whole classroom. Hernandez then repeated the words used against her -- b*tch and whore -- in front of the shocked group of students. ""Listen to me well: I will not allow anyone to call me that, especially a young brat like you and you,"" Hernandez says. An official at the CBTis 103 science and technology high school told CNN that Hernandez has been temporarily taken out of the classroom while the August incident is investigated. The 17-year-old student was suspended for two weeks but is back in school, the official said. CNN is not disclosing the student's name because she's a minor. Debate has surged on social media over the video, with some praising the teacher and others criticizing her for humiliating the student. The school official, who spoke on condition of anonymity, said that ""most of the teacher's colleagues are siding with her."" The official also said federal education authorities in Mexico City are reviewing the case. ""It may take up to four months to make a final determination on whether the teacher is fired or not,"" she said.","A teacher confronts a student who posted obscene insults on Twitter .
A viral online video shows the classroom confrontation .
Official: The teacher has been temporarily pulled from the classroom ."
"(CNN) -- Abdul Aziz believes he was standing right next to a shooter Sunday when gunmen opened fire at a Mother's Day parade in New Orleans, injuring 19 people. ""Everyone around me, except me, was shot,"" he said. ""I was pretty fortunate to get away."" Aziz, 33, a photojournalist, was at the second-line parade when gunfire broke out at the corner of Frenchman Street and North Villere Street. Second-line parades, which involve dancing and brass bands, are a New Orleans tradition. They happen most every Sunday, except during the hottest months in summer, according to Aziz. ""We turned off of a main thoroughfare to a smaller residential street, and that's when the shots rang out. I was standing, I believe, right next to the shooter. I saw muzzle flash, but unfortunately I didn't get a chance to see who the shooter was,"" he said. People panicked and ran. Aziz, who has worked in the Middle East, started taking pictures. He sent those images to CNN iReport. ""It's a little jarring when you see these types of things on the home front,"" he said. ""I'm sad. I love this city. We're plagued by crime, and it's just not getting better no matter what we do."" According to police, 19 people were injured in the shooting, including two children. Ten men and seven women were among the victims. The children suffered graze wounds. Other injuries ranged from minor to severe. Shots were fired from different guns, and officers saw three suspects running from the scene, police said. One of the suspects was described as an African-American male, approximately 18 to 22 years old, wearing a white T-shirt and blue jean shorts. No one is in custody. ""This is an extremely unusual occurrence, and we're confident that we will make swift arrests,"" said Remi Braden, a police spokeswoman. Police Superintendent Ronal Serpas told CNN affiliate WVUE that it appears ""two or three people just, for a reason unknown to us, started shooting at, towards, or in the crowd."" He asked anyone with information to call authorities. New Orleans Mayor Mitch Landrieu echoed that request, challenging the community to get involved. ""It's important for us, as I have said, to change the culture of death on the streets of New Orleans to a culture of life, and it's going to take an all-hands-on-deck approach,"" he said. ""These kinds of incidents are not going to go unanswered. We're going to be very, very aggressive. There were hundreds of people out there today, so somebody knows who did this."" CNN's Jennifer Moore, Janet DiGiacomo and Jareen Imam contributed to this report.","""These kinds of incidents are not going to go unanswered,"" the mayor says .
Officers saw three suspects running from the scene .
Two children are among the victims .
""Everyone around me, except me, was shot,"" says a CNN iReporter ."
"(CNN) -- You can't change Washington from the inside. President Obama was criticized for stating that simple truth during the campaign, but without Americans organizing in support of the issues they believe in, lobbyists and special interests will drive the agenda in Washington. At this crossroads for our economy, we can't afford business as usual. That's why we've formed Organizing for Action, to ensure that the voices of the majority of Americans who voted for policies that will strengthen the middle class will be heard. 'Obama for America' morphs into 'Organizing for Action' As we worked for change during the president's first term, we saw special interests spend unprecedented amounts in an attempt to persuade Congress to vote against policies the American people voted for. History is repeating itself. Gun manufacturers are well represented. The NRA is running advertisements to defeat common sense gun safety measures like universal background checks, which more than 90% of Americans support. Groups with unnamed backers are advocating against comprehensive immigration reform. We have no plans to shrug this off and tell those Americans organizing their communities to stand down. While the president delivered the State of the Union address, volunteers at more than 1,200 events were asking their friends and neighbors to join them in ensuring that agenda is enacted. Since Organizing for Action was established six weeks ago, volunteers have held more than 100 events in more than 80 congressional districts demanding a yes vote on the president's plan to curb gun violence. Whether it's participating in a social media campaign or hosting a press conference, 964,000 Americans have already mobilized through Organizing for Action -- and we've ensured they have the tools they need to get the attention they deserve. Push-back from some quarters has been fierce. Members of Congress who are used to just worrying about a few interest groups will face broader based opposition because of organizing efforts by Organizing for Action volunteers around the country. Those who previously had special access will no longer be unchallenged. There has been some confusion about what Organizing for Action is and is not. Organizing for Action is an issue advocacy group, not an electoral one. We'll mobilize to support the president's agenda, but we won't do so on behalf of political candidates. The president has always believed that special interests have undue influence over the policymaking process, and the mission of this organization is to rebalance the power structure. Obama supporters launch ad campaign to push gun proposals . While Organizing for Action is a nonprofit social welfare organization that faces a lower disclosure threshold than a political campaign, we believe in being open and transparent. That's why every donor who gives $250 or more to this organization will be disclosed on the website with the exact amount they give on a quarterly basis. We have now decided not to accept contributions from corporations, federal lobbyists or foreign donors. Supporters of Organizing for Action will dedicate their time to mobilize their friends and neighbors on behalf of the president's agenda. Whether you're a volunteer or a donor, we can't and we won't guarantee access to any government officials. But just as the president and administration officials deliver updates on the legislative process to Americans and organizations across the ideological spectrum, there may be occasions when members of Organizing for Action are included in those updates. These are not opportunities to lobby -- they are briefings on the positions the president has taken and the status of seeing them through. Special interests shouldn't have a stranglehold on the policymaking process. Too many Americans worked too hard over the past six years to ensure that the middle class gets a fair shot to stop now. For every lobbying group that puts a dollar on the air tearing down the president's agenda, an Organizing for Action volunteer will mobilize to counter it. Instead of coming from the highest paid lobbyists on K Street, change will come from Americans organizing across the nation. The opinions expressed in this commentary are solely those of Jim Messina .","Jim Messina: Post-election, a new organization aims to advance Obama's agenda .
He says goal is to counter well-funded special interests that don't represent majority views .
An example: Gun lobbyists fighting background checks 90% in U.S. support, he says .
Messina: Group will shun funds from corporations, lobbyists, will represent Americans ."
"Bamako, Mali (CNN) -- A 2-year-old girl in Mali has been diagnosed with Ebola, making her the West African country's first confirmed case, health officials said Thursday. The girl was brought to Mali from neighboring Guinea, where the outbreak this year is believed to have started, World Health Organization spokeswoman Yvette Bivigou said. The girl, whose father died of Ebola, was taken to the hospital in Kayes after a nurse noticed she was suffering from what appeared to be Ebola-like symptoms. A test confirmed the girl has Ebola, Health Ministry spokeswoman Markatie Daou said. ""The girl is still in the hospital in Kayes together with members of her family who might have been exposed to the virus,"" she said. The confirmed case in Mali makes it the sixth West African country to be hit by the virus, which the WHO reported has killed more than 4,800 people. Ousmane Kone, Mali's minister for public health, called for people in Kayes, west of the capital city of Bamako, to ""stay calm"" and observe ""hygiene measures."" ""We identified the first contacts of the patient,"" he said. Even so, he asked anyone who had contact with the girl to contact authorities. The news comes just days after the WHO announced that vaccine trials are expected to begin in January in West Africa. The initial vaccine tests are being given to volunteers in countries such as Mali, the United States and England. CNN's Chelsea J. Carter contributed to this report.","A 2-year-old girl brought from Guinea to Mali has been diagnosed with Ebola .
The girl's father died of Ebola, a health official said .
The girl is in the hospital in Kayes .
Members of her family have also been hospitalized ."
"(CNN) -- New Jersey Gov. Chris Christie's political troubles may reshape the Republican race much more radically than most commentators are yet predicting. To understand why, think of the Republican presidential nomination as a playoff game between two rival leagues. One league is composed of the Republican party's donors and professionals. The other features the party's activists and militants. In 2012, Mitt Romney triumphed early and totally in League A, and then waited patiently for the nomination as League B stumbled its way through a garish series of impossible candidates. The only plausible player fielded by League B, Texas Gov. Rick Perry, whiffled out before he had properly started the game. This time, though, League B has attracted plausible talent. Whatever any detractor may say about Ted Cruz and Rand Paul, they are U.S. senators. They may be unelectable to the presidency, but they are not inherently unnominatable, in the way that Donald Trump and Herman Cain were unnominatable. A better League B puts new pressure on League A -- at exactly the same time when League A seems be sputtering in the way League B sputtered four years ago. League A's brightest prospect, Christie, looks likely to soon be benched by self-inflicted injuries. There is other talent in League A, of course. If interested, former Florida Gov. Jeb Bush could sweep League A -- but almost one-third of the way through the political cycle, he has yet to indicate that he is interested. Wisconsin Gov. Scott Walker has fans in League A, as do Florida Sen. Marco Rubio and former vice presidential nominee Paul Ryan. This abundance of choice suggests that in 2016, unlike 2012, the League A contest will extend for a long time. The League A contenders will have months to run negative ads against each other -- and to remind League B fans why they dislike each League A player: Rubio, for wishing to widen immigration; Ryan, for writing a budget that cut Medicare and Medicaid; Bush, for his last name. The prospect of a long and bitter battle within League A -- conjoined to improvements in the seriousness and professionalism of League B -- calls into question many of the usual rules of Republican politics. Old Rule: The winner of the Republican nomination this time is the guy who came second last time. That rule held in every open contest from Ronald Reagan (runner-up in 1976) to Mitt Romney (runner-up in 2008). Not this time: In 2016, for the first time since the 1960s, there is no Republican heir apparent. Old Rule: The Big Money always wins. From the rejection of Hillary Clinton in 2008 all the way back to the defeat of Edmund Muskie in 1972, Democrats have often preferred insurgents over leadership favorites. Not so Republicans. 2012 spectacularly confirmed the power of the Republican Establishment. But in 2016, the rule is looking wobbly for the first time since 1964. Old Rule: Electability matters most in Republican presidential primaries. Tea party voters took chances in 2010 and 2012 on many oddball candidates for House and Senate. They played it safe at the presidential level. But many will feel that the defeat of McCain in 2008 and Romney in 2012 discredit the case for the ""responsible choice."" In 2016, Republican primary voters will for the first time since Barry Goldwater be offered a brace of seemingly plausible, irresponsible choices. If League A looks as disorganized in 18 months as it does today, will the GOP's primary voters continue to refuse temptation? The opinions expressed in this commentary are solely those of David Frum.","David Frum: Chris Christie, the leader among moderates, may not be a 2016 GOP contender .
Lack of a clear favorite may open way for GOP activists to pick the nominee, he says .
Candidates such as Ted Cruz and Rand Paul look more plausible, Frum says .
Frum: Old rules about how GOP picks a candidate may be thrown aside ."
"Washington (CNN) -- Democrats on Capitol Hill are reeling after the midterm elections left them in the minority in both the House and Senate. But don't expect new faces to lead the party after the brutal election. Harry Reid, the Democratic leader in the Senate, and Nancy Pelosi, the top Democrat in the House, are both expected to keep their leadership positions next year despite the election's punishing losses. They're both hanging on with the same expectation: 2016 will be a better year for Democrats that could return them to the majority. Pelosi, a California Democrat who was the first female House speaker, is already officially in the leadership race. In a letter to her colleagues on Wednesday, Pelosi said Election Night was ""difficult"" for Democrats but said there was more work for the party to do. Meanwhile, people close to Reid say he hopes to remain the Senate Democratic leader for many years and is readying a run for a 2016 re-election bid in Nevada to make sure that happens. ""He has no desire to be a lobbyist or put his feet up and watch TV, said Jon Ralston, a Nevada political journalist who tracks Reid closely. ""He will not want to go out a loser and the 2016 map is much more favorable."" ""Based on everything I know and based on what he's doing to get ready, I believe he's going to run in 2016,"" said Jim Manley, his former spokesman. ""He's a guy who can't keep still and is a legislator at heart. I could see him continuing for a long time."" Reid has led the Senate Democrats since 2005 and Democrats have been in the majority eight of those years. Some Democrats privately grumble Reid could do more to work with Republicans to compromise on tough issues. But he remains popular with senators in his caucus, many of whom he helped get elected, and they are loyal to him for that. Now as minority leader, Reid will have to be the face of the opposition. He and Sen. Mitch McConnell, who is in line to become majority leader, have a notoriously sour relationship and that's unlikely to change now that their positions are reversed. WATCH: Rand Paul on the midterms . But Manley said Reid might be willing to work with McConnell and House Speaker John Boehner, who leads the House Republicans, if they don't try to pass ""extreme measures."" ""It's going to be very difficult for Sen. McConnell to find the compromise necessary that brings along Democratic votes,"" Manley said. ""At the end of the day, the President still has the veto pen, so if they want to get things done, they are going to have to deal."" Even before the election, Pelosi signaled that she was more focused on 2016 than 2014. Downplaying the midterms, Pelosi said her party would do ""OK,"" but then immediately began taunting Republicans about 2016. ""Their days are numbered. I know that in two years, there will be a Democratic Congress and a Democratic president the House,"" Pelosi said. But now that House Republicans have expanded their ranks to the largest GOP majority since the 1920's, Pelosi told her colleagues in her Wednesday letter that her party has to do a better job of boosting turnout. She said she planned to focus on a new project starting next week when Congress returns to increase voter participation. The challenge for 2016 definitely got more formidable for Pelosi, but few expect the 74 year old Pelosi to slow down. She has been a relentless fundraiser ever since she joined House leadership, and the war chest she amassed for her Democratic colleagues helps her future job security. In the 2014 election cycle, she raised more than $100 million for House Democrats, and personally was responsible for raising over one-third of $172 million that the Democratic Congressional Campaign Committee raised for the midterms. In the last two years, Pelosi traveled to 115 cities and attended or participated in 750 fundraising or campaign-related events. Pelosi often points to one accomplishment in particular: House Democrats for the first time in 2012 became a caucus made up of more female and minority members than white men --a so called majority-minority caucus. But the Democratic caucus that Pelosi joined in 1987 has changed dramatically and some of her closest allies in Congress retired this year. When fellow veteran California lawmakers George Miller and Henry Waxman announced they wouldn't run for re-election, there was some speculation that Pelosi may decide to step down. Many of the members elected in the last two cycles are younger, and they respect Pelosi's political skills, but privately some of them say they would like to see some fresh faces at the leadership table. Pelosi's number two, Rep Steny Hoyer, D-Maryland, and her number three, Rep Jim Clyburn, D-South Carolina --also in their seventies -- are expected to remain in their positions. Pelosi will get to add a new voice to her leadership group when she picks the next chair of the DCCC. The current chair, Rep. Steve Israel, D-New York, said he doesn't want another turn at the job, and at least three mentioned for the post are younger than those already in leadership -- Rep. Jim Himes, D-Connecticut, and Rep. Jared Polis, D-Colorado, and Rep. Donna Edwards, D-Maryland. With the loss of the few remaining moderate Democrats in the House, the caucus will skew more liberal. Pelosi publicly says she has a good relationship with House Speaker John Boehner, but there are few issues where the two are likely to come together to produce bipartisan legislation. Pelosi hinted at her focus going into the next political cycle at a fundraiser featuring former Secretary of State Hillary Clinton in late October. ""I am frequently introduced as the highest-ranking woman in political office in our country,"" Pelosi said. ""I'd like to give up that title and elect a Democratic woman for President of the United States."" CORRECTION: An initial version of this story misquoted Jim Manley.","Democrats will be in the minority in the House and Senate .
Reid, Pelosi will continue in leadership roles ."
"(CNN) -- Now that Republicans have won control of the Senate, Washington is awash with rumors and speculation about how President Barack Obama and the GOP Congress will get along. Armchair Dr. Phils are already yakking about how the two sides should just get along ""for the sake of the children...er, country."" But this is not a troubled marriage. It's more complicated than even that. Rather than look to the psychobabble of self-help, we should look at the hard-earned successes of difficult peace negotiations between nations. President Obama, House Speaker John Boehner and presumptive Senate Majority Leader Mitch McConnell should begin with what peace negotiators call ""Confidence Building Measures."" CBM's between nation begin with cultural exchanges -- like sending American ping-pong players to China. This is why a bourbon summit would be useful, and I hope Sen. McConnell takes the President up on his offer. But once you've broken the ice by breaking out the bourbon, where do you go? What issues do you start negotiating? The easier ones. It is a troubling sign that, in their post-election press conferences, both Obama and McConnell kept circling back to immigration. At one level this is obvious: Immigration is an important national priority on which the two parties seem deeply divided. That's why they should not start with immigration. Instead they should start small. One place where Newt Gingrich and Bill Clinton found they could agree, when they were at this juncture in the mid-1990s was biomedical research. Each wanted to build on America's lead in the field, and so they passed legislation to double funding for the National Institutes of Health over five years. (The five years extended into the George W. Bush presidency, and to his credit he honored the deal.) The NIH has been in the news recently, since its director, Dr. Francis Collins, said we would already have an Ebola vaccine but for budget cuts. It is simply true that, after the Clinton-Gingrich-Bush increase, NIH funding has flat-lined. In fact, NIH has lost 25% of its purchasing power, due to budget constraints and the moronic policy sequester. Boosting NIH would be good for the economy. A $3 billion investment championed by Democratic Sen. Tom Harkin and signed into law by President George H.W. Bush paid for the research that decoded the human genome. That $3 billion investment has spurred -- get this -- $965 billion in economic activity, including 53,000 new jobs and $290 billion in personal income, according to a study by the Battelle Technology Partnership Practice for United for Medical Research, a coalition of research institutions, patient and health advocates and private industry. Boosting NIH is also good politics. I am on the Board of Visitors of MD Anderson Cancer Center in Houston. MD Anderson is the number-one recipient of research grants from the National Cancer Institute, which is part of NIH. And you know which senators have MD Anderson in their state? You got it: Ted Cruz and John Cornyn. One a tea party favorite and one a Chamber of Commerce hero. If they would get on board with boosting NIH funding, a whole lot of their constituents on both sides of the aisle would be happy. Championing biomedical research did not dent Newt Gingrich's conservative credentials, nor did it hurt Bill Clinton among liberals. Because cancer knows no partisan boundaries. One in two American men will develop cancer. One in two. And one in three American women will. If you're reading this at the office (I promise not to tell) look around: Half the guys and a third of the women will, one day, sit in an office and hear a doc say, ""You have cancer."" Think about that as you have dinner with your family, when you're at a football game this weekend or in church this Sunday. President Obama lost his mother and grandmother to cancer.  Mitch McConnell beat polio. Each of them know the pain of loss and the promise of biomedical research. So my advice to them is to start with the basics: basic science, and then work their way up to the more intractable problems.","Paul Begala: Bourbon summit for Obama, McConnell a good idea. Here's what to talk about: .
Medical research funding was common ground for Gingrich, Clinton at similar political juncture .
Begala says they pushed doubling NIH funding in 5 years; it benefited nation, economy .
Begala: No NIH funding stalled. Boosting it is good politics, a good place for the two to start ."
"(CNN) -- As President Barack Obama and former Gov. Mitt Romney crisscrossed the country during the final week of the 2012 presidential campaign, few people were able to see the candidates in their most candid and unguarded moments, except for their personal photographers. Several weeks ago, CNN invited each campaign team to submit images from the last week of the race, from Friday, Oct. 26 through Saturday, Nov. 3. Little did anyone know that the last week would be dominated not by last-minute stops in swing states or wall-to-wall speeches to rally the party faithful, but rather one story: Superstorm Sandy. Here are images, many provided exclusively to CNN by the Obama campaign and The White House, displayed in chronological order and shot by photographer Pete Souza. Souza, who is Chief Official White House photographer and Director of the White House Photography Office, has been at Obama's side since before he was elected president in 2008 and was a White House photographer during Ronald Reagan's second term. Click here to see a similar gallery from the Romney campaign.","CNN asked each campaign to submit photos from the final week before Election Day .
Pete Souza is President Barack Obama's Chief Official White House photographer and was a White House photographer during Ronald Reagan's second term .
Many of these photographs are exclusive to CNN ."
"(CNN) -- Standing just over 2 feet tall, Jyoti Amge of Nagpur, India, was confirmed Friday as the world's shortest living woman. Guinness World Records, known as the global authority on record-breaking -- albeit odd -- achievements, flew to India on Amge's 18th birthday to take final measurements and confirm the new record. The title previously belonged to Bridgette Jordan, 22, of the United States, who measures 2 feet, 3 inches tall. Amge's birthday was celebrated at a party in Nagpur with cake and guests from her hometown as well as Guinness representatives from London. Amge, wearing a purple sari and celebratory henna, stood proudly next to a copy of the 2012 Guinness record book and her official certificate, which was almost as big as Amge herself. Amge, at 2 feet, 0.06 inches tall, is the same height as an average 2-year-old as a result of being born with a form of dwarfism called achondroplasia. But Amge is every bit an 18-year-old woman, attending a regular high school and dreaming of becoming a Bollywood star. She will star in two Bollywood movies next year, according to Guinness. ""It is wonderful to celebrate my 18th birthday with a new world record. It's like an added birthday present,"" Guinness quoted Amge as saying. ""I feel grateful to be this size, after all, if I weren't small and had not achieved these world records, I might never have been able to visit Japan and Europe and many other wonderful countries."" The record for the shortest woman in history remains with Pauline Musters, who died in 1895 at 2 feet tall even.","Jyoti Amge is just over 2 feet tall .
She has a form of dwarfism called achondroplasia .
Guinness World Records reps were at her 18th birthday to confirm the record ."
"(CNN) -- Four people died after a small plane crashed into a building near Wichita's Mid-Continent Airport in southern Kansas on Thursday morning, city Fire Marshal Brad Crisp said. While five people were initially transported to the hospital, three of those patients were reportedly treated and released. ""Firefighters engaged in a horrific fight for several minutes. We have the fire under control. We are in the process of trying to determine if all the employees and visitors who may have been in the building are accounted for,"" Fire Chief Ron Blackwell told CNN affiliate KSNW. About 50 to 60 firefighters responded and were evacuated after the structure was deemed unstable, Wichita police said. Two of those killed were inside the building when the plane crashed, police said. The pilot was killed, CNN affiliates reported. One of the injured was in serious condition and another in fair condition, an official with Via Christi Health, a local hospital, told KSNW. The other three, who were in good condition earlier in the day, were released, the station reported. FAA and National Transportation Safety Board investigators are on the scene. ""There is a small aircraft that went into the FlightSafety building"" near Mid-Continent Airport, said Steve Phillips, a FlightSafety International spokesman. The plane was a Hawker Beechcraft B200 Super King Air, Phillips said. It was en route to Mena, Arkansas, CNN affiliate KWCH reported. The FAA said the twin-engine plane lost an engine on takeoff and crashed into a two-story building, KSNW reported. The roof on the building's eastern side has collapsed, the station reported. No information has yet been released on the identities of those in the plane or in the building. According to one aviation website, the aircraft can carry as many as 13 passengers. It ""crashed into the roof of our training center. I have no information on how many on board,"" Phillips said. ""We have the manager of the training center on site, and he's making sure everyone is OK, but I don't have an answer for that."" The building is across the street from the airport, he said. There were about 100 people inside the building at the time, Blackwell told KWCH. Video from KSNW showed thick smoke rising from the building at 10:20 a.m. (11:20 a.m. ET). Flights were operating normally, though some roads around the airport were blocked off, the airport said in a tweet. ""The building has sustained serious damage, including the collapse of walls and ceilings,"" read another airport tweet. CNN's Jason Hanna and Amanda Watts contributed to this report.","Pilot was among victims; two of the dead were on the ground .
Official: A Hawker Beechcraft King Air crashed into a building near Wichita's airport .
Part of building's roof collapses ."
