input,expected_answer
"(CNN) -- Paul Schaefer, a former Nazi who fled Germany in 1961 and founded a cult-like commune in Chile, died Saturday in a prison hospital. He was 88. Schaefer was serving a 20-year sentence at the national penitentiary in Santiago for sexually abusing children at the notorious commune known as Colonia Dignidad (The Dignity Colony). The commune in southern Chile, also called Villa Baviera, was created as a place to safeguard Germanic traditions. Under Schaefer's rule, contact with outsiders was largely forbidden. Some of Schaefer's crimes date to the 1970s and 1980s, during the military dictatorship of Augusto Pinochet, who had visited the commune. Former members of the colony have admitted that human rights violations and sexual abuse of children occurred there, saying in a 2006 letter published in a leading Chilean newspaper that they were led by Schaefer's influence. Schaefer had been in prison since 2006 when he was extradited to Chile from Argentina, where he had been living in hiding. Schaefer died Saturday morning of cardiopulmonary arrest, the penitentiary said. CNN Chile's Christian Pino contributed to this report.","Former Nazi officer Paul Schaefer dies in Chile of cardiopulmonary arrest .
Schaefer died in prison hospital, where he was serving a 20-year sentence .
Schaefer was convicted of sexually abusing children Colonia Dignidad commune .
Some of Schaefer's crimes date to the 1970s and '80s during Pinochet era ."
"(CNN) -- Pittsburgh Steelers quarterback Ben Roethlisberger said Monday he won't appeal the six-game suspension imposed by the National Football League and apologized to his teammates and fans for a night out that left him under a Georgia prosecutor's microscope. ""Missing games will be devastating for me,"" Roethlisberger said in a statement issued through the team. ""I am sorry to let down my teammates and the entire Steelers fan base. I am disappointed that I have reached this point and will not put myself in this situation again."" Roethlisberger, who led the Steelers to Super Bowl titles in 2006 and 2009, faced the threat of criminal charges after a woman accused him of raping her in a Milledgeville, Georgia, bar during a night of drinking in March. The quarterback's lawyer said no sexual assault took place, and prosecutors decided earlier this month that they could not prove a crime had been committed. But NFL Commissioner Roger Goodell slapped the quarterback with a six-game suspension for ""conduct detrimental to the NFL"" last week, ordering him to undergo a ""comprehensive behavioral evaluation by medical professionals,"" follow their recommendations and ""avoid situations that can cause legal or other problems."" If Roethlisberger complies, the suspension could be cut to four games, or it could be extended if he doesn't, the league said. In his statement, Roethlisberger said the suspension imposed last week ""speaks clearly that more is expected of me,"" and he promised to ""make the necessary improvements"" in his behavior. ""Though I have committed no crime, I regret that I have fallen short of the values instilled in me by my family,"" he said. ""I will not appeal the suspension and will comply with what is asked of me -- and more."" The 28-year-old quarterback owns a home at a lake near Milledgeville, Georgia, about 115 miles southeast of Atlanta. Fred Bright, the district attorney in Milledgeville, told reporters at a news conference announcing the decision that Roethlisberger should ""grow up."" But he added, ""We do not prosecute morals. We prosecute crimes.""","Pittsburgh Steelers quarterback won't appeal six-game suspension .
Ben Roethlisberger also apologizes to his teammates and his fans .
Woman had accused him of raping her in a Milledgeville, Georgia, bar .
DA on not pursuing charges: ""We do not prosecute morals. We prosecute crimes."""
"Santo Domingo, Dominican Republic (CNN) -- A man who acted as a legal adviser to the American missionaries arrested on child kidnapping charges in Haiti is himself facing allegations of human trafficking in El Salvador and human smuggling charges in the United States. An international arrest warrant was issued Saturday for the legal adviser on sex-trafficking charges. Salvadoran police raided a home in May that turned up passports and an ID card in the names of both Jorge Torres Puello and his alias, Jorge Torres Orellana. Each of the documents bore photos of the same man. His wife was arrested in that raid and charged with sex trafficking, and her trial is pending. In a phone interview with CNN on Sunday, Jorge Torres Puello acknowledged he is the same man wanted by Salvadoran authorities. He denied the charges against him. Full coverage of the earthquake aftermath in Haiti . According to the warrant, Torres Puello is accused of running an international sex trafficking ring that lured women and girls from the Caribbean and Central America into prostitution with offers of modeling jobs. A wanted poster released by Interpol, the international police organization, includes crimes against children as one of the offenses that Torres Puello is being sought for. ""I never did anything,"" Torres Puello said Sunday. ""I started helping a Dominican pastor helping a lot of people who were stranded to get back to their home countries. We once gave some Nicaraguan and Costa Rican women some money to return home and instead they went to the authorities and put in a complaint against us. I never had anybody against their will."" Torres Puello also denied Salvadoran allegations that he ran a brothel out of his home with wife Ana Josefa Ramirez Orellana, who remains jailed pending trial, according to Salvadoran police. ""I want to clear the Salvador matter up and I am hiring a lawyer to do that,"" he said. ""I know I am innocent and I want to clear my past."" His mother, Soledad Puello, told CNN Sunday that she first heard of the Salvadoran accusations when her son called to tell her of his wife's arrest. She said her son told her he had known about the sex ring, but wasn't involved in it. Soledad Puello led CNN to believe that her son remained in the Dominican Republic, but she would not say where. Torres Puello, who said he was born in Yonkers, New York, in 1977 to a Dominican mother and a Puerto Rican father, also said he is wanted in the United States on charges of smuggling people between Canada and the United States, which he also denied. He said he spent 18 months in a Canadian jail pending what he called an unsuccessful extradition request by U.S. authorities. He has served jail time in the United States before, he said -- one year in 1998 for handling funds related to a drug-trafficking operation, and was jailed again briefly between late 2001 and January 2002 for violating parole. He denied the drug charge. Both his mother and Torres Puello say he served briefly in the U.S. Army in a military intelligence unit, and Torres Puello said he also worked undercover with the U.S. Drug Enforcement Administration and the Department of Homeland Security. A family photo shows Torres Puello in a military uniform alongside a truck with the words ""U.S. Military"" printed across the bumper. CNN was unable to reach government officials to confirm his claims of working with the military, the DEA and Homeland Security. Torres Puello's statements regarding the charges against him could not be immediately verified. But on Sunday, four men showed up at his mother's home while CNN reporters were present. The men said they were from the U.S. Embassy and looking for Torres Puello. One of the men told Soledad Puello that her son has three outstanding arrest warrants -- two in the United States and one in El Salvador. He did not specify the charges. One of the men was wearing a T-shirt emblazoned with the words ""U.S. Marshals Service, Fugitive Task Force."" Torres Puello said he made contact with the Central Valley Church in Idaho and their family representatives and offered to provide legal assistance to the American missionaries shortly after they were jailed in January after trying to cross the Dominican border carrying 33 children without proper documentation. Family representatives in Idaho did not give the exact date when they were contacted by Puello but said it was ""shortly after their arrest"". Hiram Sasser, attorney with Liberty Legal of Plano, Texas, sought to distance his client, Jim Allen, from Torres Puello. He stated in an e-mail to CNN: ""No attorney has ever been authorized to represent Jim Allen other than our team, which includes Mr. Lissade. The only spokesperson for the Allen family has been me and our team."" Haitian attorney Louis Gary Lissade showed up at court in Port-au-Prince on February 9 to represent Allen, one of the 10 Americans. Another of Allen's U.S. defense team, Reginald Brown, said he, Sasser and other U.S. attorneys were only hired to represent Allen on Super Bowl Sunday -- nine days after the Americans were arrested. In a February 9 letter from Brown to Secretary of State Hillary Clinton, Brown stated: ""It's our understanding from press reports ... that all 10 Americans were represented by a single Haitian attorney. ... We're not able to confirm if that counsel was independently chosen by Jim [Allen]."" Until February 7, Torres Puello said he had been appointed legal adviser to all 10 Americans and Haitian attorney Edwin Coq said he was handling the case in Port-au-Prince on behalf of all 10. Coq, who was the attorney Brown referred to in his letter to Clinton, says he resigned on February 6 over a dispute about payments. Torres Puello said he had fired Coq. Torres Puello turned up at court Monday, February 8, saying he was there to organize legal representation for all 10 Americans after Coq left the case. Torres Puello said he read about the case and decided to offer his services for free. However, Torres Puello's stepfather, Franco Ceminara, said the arrested Americans' families had already wired more than $40,000 to his stepson. A receipt provided by Torres Puello's family to CNN showed the Haitian lawyers are charging $40,000 to represent the Americans. The receipt, for an advance payment of $10,000, was signed by Aviol Fleurant, one of the Americans' Port-au-Prince-based defense team that also includes Lissade. Family and church representatives in Idaho, where most of the 10 Americans are from, told CNN earlier in the week that they had not paid money to the man they know as Jorge Puello. Regarding the American missionaries, Torres Puello said: ""Prior to this earthquake I never knew those people [the Americans]. When I read about their case I just decided to help them. I'm in the real estate business and was working with a team of lawyers.""","Jorge Torres Puello acting as legal adviser to 10 Americans charged with kidnapping .
He faces allegations of human trafficking in El Salvador, human smuggling charges in U.S.
An international arrest warrant was issued Saturday for the legal adviser .
Torres Puello acknowledges he's wanted by Salvadoran authorities, denies the charges ."
"(CNN) -- I wish the titans of Wall Street could meet Mark Dalton. Not that it would be likely to change anything. But I wish the leaders of Goldman Sachs and of the other big banking firms could talk to Mark Dalton for just a few minutes. They might learn a few things about how to better connect with the American people. I didn't know Dalton's last name until a few days ago. For almost two years, I've held onto something he mailed to me. There was no reason not to throw it out, yet I had a feeling that someday I'd want to refer to it. That day is now. With the public's wariness of Wall Street growing, with Goldman Sachs being accused of fraud by the Securities and Exchange Commission (even as Goldman was announcing first-quarter profits of $3.46 billion, nearly twice as much as in the first quarter a year ago), with investors wondering if they're being given a fair shake by the firms to which they have entrusted their money, Mark Dalton's way of doing business might be worthy of at least a moment's attention. I came across him quite by chance. I occasionally purchase used books -- titles that have gone out of print. Sometimes I will place my orders through Amazon.com, which offers an online marketplace for local used-book merchants around the country. In 2008, I found a book I was looking for on that Amazon marketplace, and submitted an order. The price was more than reasonable: $6.95 for the used hardcover. Used books are not shipped by Amazon itself, but by the local booksellers. A week or so after I placed the order, the package arrived, from High View Books in Smithfield, Rhode Island. The book seemed to be in good shape. I was pleased. But with it was a personal letter to me. It said: . ""Thank your for your recent book order. I have enclosed a check to you for $2.95. The reason for this is that this book is only in 'Very Good' condition, while I mistakenly described it as being in 'Near Fine' condition in my listing. Please accept my apologies for the error. (Also, please note, the soiling that you see on the dust jacket is actually on the Mylar and not the dust jacket itself.)"" He wrote that he hoped his apology and the refund were satisfactory. Sure enough, tucked into the book was a check made out to me, for $2.95. I was surprised by the gesture. Yes, in his online listing for the book he had said it was in ""Near Fine"" condition, but who really knows what those designations mean? You see them all the time describing used books: ""Fair,"" ""Good,"" ""Very Good,"" ""Near Fine,"" ""Fine""-- they would seem to be approximations. I had no complaints about the condition of the book I had bought from him. If I had paid $6.95, and he had refunded $2.95, and Amazon had taken its commission, how was he supposed to make a living? I mailed his check back to him, thanking him for it and telling him how impressed I was with the way he did business. I told him I could not accept the refund. And for some reason, I couldn't toss the letter. It made me feel hopeful about certain things. With Wall Street losing people's confidence in recent days over the way it is alleged to treat its customers' money, I got the letter out again. He had just signed it ""Mark at High View Books""; I was able to find him in Smithfield, which is how I found out that he was Mark Dalton. He seemed as surprised to be hearing from me as I was when I had gotten his refund check. He's 42 years old; High View Drive is the street on which he lives, and his used books -- about 4,000 of them at last count -- are kept in his garage. Business, he said, is not so good. ""I'm pretty small-time,"" he said. ""When I first started doing this about three years ago, I was selling 15 or 20 books a day. But now, that's down to 15 or 20 books every few days."" He said that his wife is a schoolteacher; without her salary, he couldn't make it. He said he tries to run his business professionally and in good faith, but is finding that the results ""are pretty pathetic, dollar-wise."" I asked him the question that had been in the back of my mind since I first heard from him: As he was struggling to make a living, why, exactly, on my $6.95 order, had he decided to send me that refund check for $2.95? He couldn't have been making much of a profit on the order in the first place. ""I just try to do things right,"" he said. ""When I went to mail that book to you, I must have noticed that it wasn't in as good a condition as I had promised on my Amazon listing. I want my customers to be happy and to believe I'm being fair with them."" Such a simple proposition. Yet with the financial news we've become conditioned to reading about. . . . I asked Dalton if he had been following the recent reports from Wall Street. He said he had. ""I suppose if you're in charge of a multi-billion dollar bank -- billions in profits, millions in bonuses -- maybe you can lose sight of where you came from,"" he said. As for his own business: ""I know I'm doing it right in how I treat my customers, and that gives me peace of mind, but it's not generating the results I had hoped."" He said he is considering looking for some other kind of work. I thanked him again for that letter he had sent to me two years ago, and he thanked me again for remembering. By his own admission, as a businessman he lacks the killer instinct, the appetite for working the angles; he would undoubtedly be an abject failure on Wall Street. If only it weren't so. The opinions expressed in this commentary are solely those of Bob Greene.","Bob Greene: Wall Street is being accused of shady business practices .
Greene: Book dealer demonstrates how a business can care for customers .
Greene says the dealer sent an unsolicited refund when there was really no need to do so .
Book dealer says he wants customers to be happy and to believe he's fair ."
"New York (CNN) -- A New York taxi driver pleaded guilty Friday to involvement in a plot to blow up crowded subway trains. After entering his plea Zarein Ahmedzay delivered a message: ""I strongly urge the American people to stop supporting the war against Islam,"" he said, adding, ""I am thankful for myself that I did not do anything to harm anyone but fear someone else will do the same thing."" Prosecutors said Ahmedzay and another man, Adis Medunjanin, conspired with Najibullah Zazi on the attack in mid-September 2009, which authorities thwarted. Zazi pleaded guilty and has been cooperating with authorities, investigators have said. Medunjanin has pleaded not guilty. During Ahmedzay's hearing, prosecutors for the first time revealed the names of the two al Qaeda leaders who, officials said, ordered the plot: Saleh al-Somali, head of international operations for al Qaeda, and Rashid Rauf, a key operative. U.S. officials said both al Qaeda figures were killed in drone in attacks in Waziristan, the tribal region along the border between Pakistan and Afghanistan. Rauf was reported killed in a drone attack in Waziristan in November 2008; al-Somali was reported killed in December 2009, U.S. officials said. U.S. Attorney General Eric Holder, in a written statement, said the facts disclosed Friday ""add chilling details to what we know was a deadly plot hatched by al Qaeda leaders overseas to kill scores of Americans in the New York City subway system in September 2009. This plot, as well as others we have encountered, makes clear we face a continued threat from al Qaeda and its affiliates overseas."" ""Prosecution underscores the importance of using every tool we have available to both disrupt plots against our nation and hold suspected terrorists accountable,"" Holder said. Ahmedzay previously pleaded not guilty to making false statements to the FBI about the plot. But Friday, appearing before before Chief U.S. Magistrate Judge Steven M. Gold in U.S. District Court, he pleaded guilty to conspiracy to use a weapon of mass of destruction against people in the United States; conspiracy to commit murder; and providing material support to a foreign terrorist organization. Ahmedzay told the court that he, Zazi and a third man traveled to Pakistan in August 2008 to join jihadists fighting in Afghanistan, but they were turned away. But al Qaeda leaders in Pakistan told the group they would be more helpful to the jihad cause if they conducted suicide attacks in New York. ""We discussed the matter amongst ourselves, and we agreed to go forward with the plan,"" he said. ""I personally believed that conducting an operation in the United States would be the best way to end the wars."" At one point, Ahmedzay said, he began to have second thoughts but ultimately committed to the plan. He said his primary input was to develop targets because he was a taxi driver and knew the city well. Eventually, the three settled on an attack on subway trains during the month of Ramadan, but abandoned that plan when they believed law enforcement was watching them. Ahmedzay concluded his statement to the court with his belief that ""Zionist Jews"" are ""the real enemies of this country"" who are ""destroying this country from within"" and ""want a permanent shadow government within the government of the United States."" He faces a sentence of up to life in prison. He is scheduled to be sentenced at the end of July. ""Ahmedzay's plea makes clear that he betrayed his adopted country and its people by providing support to al Qaeda and planning to bring deadly violence to New York,"" said FBI Director Robert S. Mueller in a written statement. Robert Gottlieb, attorney for Medunjanin, said Friday's developments do not change his client's plans to proceed to trial. ""The evidence and the facts as they pertain to him will come out in court,"" Gottlieb said. No trial date has been set for Medunjanin. CNN's Jennifer Rizzo, Susan Candiotti and Terry Frieden contributed to this report.","Zarein Ahmedzay pleads guilty to conspiracy, faces possible life sentence .
After plea, he urges people in U.S. ""to stop supporting the war against Islam""
Prosecutors reveal names of two al Qaeda leaders thought to have ordered the plot .
The two, Saleh al-Somali and Rashid Rauf, both were killed in U.S. drone attacks ."
"(CNN) -- Mikkel Kessler is the new World Boxing Council (WBC) super-middleweight champion after out-pointing Briton Carl Froch in a bruising encounter in his native Denmark on Saturday night. Despite being previously unbeaten after 26 fights, the 32-year-old Froch never looked comfortable against his durable opponent, who was given the decision on all three of the judges scorecards after 12 brutal rounds in front of a partisan and passionate crowd at the MCH Messecenter in Herning. Froch had Kessler on the canvas in the fifth round, but the referee ruled that the Dane had slipped, and the challenger eventually wore the champion down with a combination of hooks and jabs to take the belt by a margin of 117-111, 115-113 and 116-112. The result means 31-year-old Kessler, who has lost just twice in 45 fights, is a world champion again just five months after losing his World Boxing Association (WBA) title to Andre Ward. Although gracious in defeat, Froch questioned if the decision would have gone Kessler's way if the fight had taken place in his hometown of Nottingham, England. ""I feel terrible that I lost my title, absolutely gutted,"" Froch told ringside reporters after the fight. ""I don't want to make a mockery of anything but I feel if it was at home in my town, the decision would have gone the other way."" He added: ""I took some big punches off a big puncher and I've got to give Kessler the credit he deserves. He stayed in there and is a strong, proud warrior.""","Mikkel Kessler defeats Carl Froch to win the WBC super-middleweight title .
Kessler secures unanimous points decision after 12 rounds in Herning, Denmark .
The defeat means Briton Froch loses his unbeaten record in his 27th fight ."
"Washington (CNN) -- Bush administration lawyers who wrote ""torture"" memos have been cleared of allegations of professional misconduct after a Justice Department internal investigation, which recommends no legal consequences for their actions. The report by the Justice Department concludes the high-ranking lawyers who developed controversial legal guidance on waterboarding and other enhanced interrogation techniques may have exercised poor judgment, but not professional misconduct. The conclusion resulted from a decision by top career Justice Department executive David Margolis to reverse a recommendation of investigators that found the two lawyers' legal memos did constitute professional misconduct. That tentative conclusion, which was overruled by Margolis, said the lawyers should be referred to their state bar associations for potential disbarment. But in the final report, the examination of the legal guidance written by Justice Department lawyers John Yoo and Jay Bybee found they did not constitute a professional breach that could have led to state disbarment. The report by the Justice Department ethics office, called the Office of Professional Responsibility, also examined and cleared attorney Steven Bradbury. He headed the Office of Legal Counsel, which provided legal guidance to the executive branch during President George W. Bush's second term. The often-delayed release of the report came late Friday after it was sent to lawmakers on the House and Senate Judiciary committees, who made the findings public. In addition to the content itself, the constantly delayed release of the politically sensitive report had become an issue. Issuance of the report was repeatedly postponed for more than a year, prompting lawmakers and civil liberties groups to press for publication of the investigation's findings. In November, Holder told Congress the report would be made public ""by the end of the month."" Reaction to the Justice Department investigation largely fell along party lines, with liberal Democrats unhappy with the conclusions, and highlighting criticism of the Bush Administration lawyers. ""While the report concludes the lawyers did not breach their minimal professional obligations, I certainly hold top lawyers at the Justice Department] to a higher standard than that, as all Americans should,"" said Rep. John Conyers, D-Michigan. Conyers, who chairs the House Judiciary Committee focused on the lawyers' ""poor judgments,"" and said, ""Today's report makes plain that those memos were legally flawed and fundamentally unsound."" Meanwhile, conservative lawmakers applauded the decision not to recommend action against the Bush administration officials who proposed enhanced interrogation techniques. ""It is important that future government lawyers know that their efforts to protect Americans will not be criminalized by future administrations,"" said Rep. Lamar Smith, R-Texas, the top Republican on the House Judiciary Committee. ""We know that the decision of these attorneys to approve enhanced interrogation tactics in the wake of 9/11 saved lives,"" he declared.","DoJ: No professional misconduct by lawyers who wrote ""torture memos""
Conclusion reversed recommended referral of lawyers for disbarment .
John Yoo and Jay Bybee developed legal guidance on enhanced interrogation .
Also cleared was Steven Bradbury, who headed the Office of Legal Counsel ."
"Moscow, Russia (CNN)  -- Thousands of opposition demonstrators marched in front of the parliament building in Kiev, Ukraine, Saturday, protesting a deal reached earlier this week to extend Russia's military presence in the former Soviet Republic, national news media reported. Parliamentary opposition leader Yulia Tymoshenko -- the former prime minister who lost to Viktor Yanukovych in the presidential election run-off in February -- told protesters Saturday that the ratification of the treaty must be prevented at all costs. She claimed that Yanukovych is ""selling out"" Ukraine, has ""openly embarked on the path of destruction of [Ukraine's] national interests, and has actually begun the process of eliminating the state's sovereignty,"" according to a transcript of the speech on her website. After the deal was signed Wednesday by Yanukovych and Russian President Dmitry Medvedev, Tymoshenko said it violated part of the Ukrainian Constitution, which forbids the country from hosting foreign military bases after 2017. Saturday, protesters reportedly adopted a resolution calling the agreement an ""unprecedented act of national treason and disgrace,"" and calling on all opposition groups to unite against it. According to Tymoshenko's website, some 10,000 people gathered at the rally. But Ukrainian national news agency UNIAN estimated the number of protesters at 5,000. The deal extends Russia's lease of a major naval base in the Black Sea port of Sevastopol, Ukraine, for an additional 25 years, in exchange for a 30 percent cut in the price of natural gas that Russia sells to Ukraine. The agreement may bring an end to years of disputes over natural gas prices, which culminated in Russia turning off the pipeline to Ukraine. The dispute affected not only Ukrainians, but many Europeans who depend on Russian gas pumped through Ukraine. The two countries had been at odds ever since the ""Orange Revolution"" swept Yanukovych's fiercely anti-Russian predecessor Viktor Yushchenko to power in 2005. Throughout his time in office, Yushchenko repeatedly threatened to expel Russia's Black Sea Fleet from Sevastopol. The Russian military lease there was scheduled to expire in 2017. ""The prolongation of the Black Sea Fleet's presence in Sevastopol is essential to Russia,"" Yanukovych said Wednesday. ""We understand that the Black Sea Fleet will be one of the guarantors of security on the Black Sea."" The Kremlin-friendly Yanukovych, who hails from predominantly Russian-speaking eastern Ukraine, trounced Yushchenko in national elections last January. The Russian president said the new deal added a ""concrete and pragmatic dimension"" to centuries of relations between Ukrainians and Russians. Opposition groups in Ukraine, however, were quick to denounce the agreement. Yuschenko's ""Our Ukraine"" party said the treaty would lead to the ""Russification"" of Ukraine. Opposition activists decided Saturday to stage another protest in front of parliament April 27, when the deal will be put to a ratification vote. CNN's Ivan Watson and Maxim Tkachenko contributed to this report.","Opposition demonstrators march in Kiev protesting deal over Russian military presence .
Deal extends Russia's lease of naval base in Black Sea port for 25 years .
In exchange, Ukraine gets 30 percent cut in price of natural gas from Russia .
Ukraine and Russia had been at odds during previous Ukraine administration ."
"(CNN)  -- Cristiano Ronaldo is to play in a special benefit match for the victims of the Madeira floods and mudslides which have claimed the lives of at least 42 people. The world's most expensive player has made himself available for a game between Portuguese champions Porto and a joint team from Madeira-based clubs Nacional and Maritimo. No date has yet been set for the match, but Ronaldo has said he will help in ""whatever possible way"" after the tragic events of the weekend. Porto coach Jesualdo Ferreira added: ""Porto want to express their condolences for all that has happened and, as a club, do everything necessary to help Madeira."" Real Madrid forward Ronaldo was born and grew up in Madeira and has a special football center named after him, which is next to the Nacional stadium. The 24-year-old paid his own tribute after scoring the first goal in Real's 6-2 rout of Villarreal on Sunday, lifting his shirt to reveal a t-shirt bearing the name ""Madeira"" on the chest. ""Nobody can be indifferent to such a tragedy, especially me,"" Ronaldo told the official Real Madrid Web site, www.realmadrid.com. ""I was born and raised on the island. It's given me so much. This is why I want to make myself available to help in whatever possible way. ""I would like to help official bodies and organizations to minimize the effects of this great tragedy and to get over them as soon as possible."" Former World Player of the Year Ronaldo moved to Real Madrid from Manchester United in the summer for a record $120 million fee.","Cristiano Ronaldo to play in special benefit match for victims of the Madeira floods .
Ronaldo will turn out for a joint Nacional-Maritimo team against Portugal champions Porto .
Ronaldo was born and grew up on the Portuguese holiday island ."
"(CNN) -- The diabetes drug Avandia is linked with tens of thousands of heart attacks, and drugmaker GlaxoSmithKline knew of the risks for years but worked to keep them from the public, according to a Senate committee report released Saturday. The 334-page report by the Senate Finance Committee also criticized the Food and Drug Administration, saying that the federal agency that regulates food, tobacco and medications overlooked or overrode safety concerns found by its staff. ""Americans have a right to know there are serious health risks associated with Avandia and GlaxoSmithKline had a responsibility to tell them,"" said U.S. Senator Max Baucus, a Democrat and committee chairman. ""Patients trust drug companies with their health and their lives and GlaxoSmithKline abused that trust."" The bipartisan report also was signed by Sen. Chuck Grassley, the top-ranking Republican on the committee. GlaxoSmithKline rejected any assertions Saturday that the drug is not safe. ""We disagree with the conclusions in the report,"" company spokeswoman Nancy Pekarek told CNN. ""The FDA had reviewed the data and concluded that the drug should be on the market."" Seven clinical trials on the drug prove that it is not linked to heart attacks, Pekarek said. ""None of that data shows a statistically significant correlation between Avandia and myocardial ischemia or myocardial infarction [heart attack],"" she said. Ischemia is a condition in which blood flow and oxygen are blocked from going to certain parts of the body. The Senate committee investigation stems from concerns that Avandia and other high-profile drugs put ""public safety at risk because the FDA has been too cozy with drug makers and has been regularly outmaneuvered by companies that have a financial interest in downplaying or under-exploring potential safety risks,"" the report states. FDA Commissioner Margaret Hamburg said she is waiting for the recommendations of an advisory committee that will hear reports on the drug this summer. ""Meanwhile,"" Hamburg said in a statement, ""I am reviewing the inquiry made by Senators Baucus and Grassley and I am reaching out to ensure that I have a complete understanding and awareness of all of the data and issues involved."" The Senate report was developed over the past two years by committee investigators who reviewed more than 250,000 pages of documents provided by GlaxoSmithKline, the FDA and several research institutes. Committee investigators also conducted numerous interviews and phone calls with GlaxoSmithKline, the FDA and anonymous whistleblowers. According to the Senate report: . • FDA scientists estimated in July 2007 that Avandia was associated with approximately 83,000 heart attacks since the drug came to market. ""Had GSK considered Avandia's potential increased cardiovascular risk more seriously when the issue was first raised in 1999 ... some of these heart attacks may have been avoided,"" the report states. • GlaxoSmithKline undertook attempts to undermine information critical of Avandia. ""GSK executives attempted to intimidate independent physicians, focused on strategies to minimize or misrepresent findings that Avandia may increase cardiovascular risk and sought ways to downplay findings that a competing drug might reduce cardiovascular risk,"" the report says. As an example, committee investigators say they found that GlaxoSmithKline experts verified an outside study showing the cardiac problem, but the company publicly attacked the findings as incorrect. • Two FDA safety officials sounded a clear alarm in October 2008 writing, ""There is strong evidence that rosiglitazone [Avandia] confers an increased risk of [heart attacks] and heart failure compared to pioglitazone [rival drug on market]."" They concluded and trials comparing the two would be ""unethical and exploitive."" Yet, the trial is still under way, the senators say. GlaxoSmithKline counters that the Senate report relies on outdated information. ""In essence, the report is a compilation of information and events that took place years ago,"" spokeswoman Pekarek said. ""There's no new data there."" The FDA has evaluated at the drug, Pekarek said, and updated product labeling in 2007 to say information on Avandia's relationship to myocardial ischemia is inconclusive. ""The FDA exists to ensure patient safety,"" she said. ""That is their purpose."" Avandia has been under scrutiny for years. The New England Journal of Medicine called the drug's safety into question in 2007. The Journal of the American Medical Association also questioned whether Avandia was safe in 2007. ""Among patients with impaired glucose tolerance or type 2 diabetes, rosiglitazone use for at least 12 months is associated with a significantly increased risk of myocardial infarction and heart failure, without a significantly increased risk of cardiovascular mortality,"" the AMA journal wrote, adding that the ""findings have potential regulatory and clinical implications."" ""Regulatory agencies ought to re-evaluate whether rosiglitazone should be allowed to remain on the market,"" the report said. ""Health plans and physicians should not wait for regulatory actions. They should avoid using rosiglitazone in patients with diabetes who are at risk of cardiovascular events, especially since safer treatment alternatives are available."" Read the report . In 2007, an FDA panel recommended by a vote of 22-1 that Avandia should remain on the market despite an analysis showing links to increased risk of heart attack. The vote was not binding, but a suggestion to FDA regulators. The panel also voted 20-3 at the same meeting in support of data that showed Avandia increased the risk of cardiac ischemia in patients with the most common type of diabetes. The Senate report does not address the issue of whether Avandia should be removed from the market. CNN's Lisa Desjardins, Saundra Young, Miriam Falco and Arthur Brice contributed to this report.","Avandia linked to heart disease, Senate committee report says .
GlaxoSmithKline tried to hide risks from public, according to report .
Company rejects reports conclusions, denies its drug causes heart problems .
FDA ""too cozy"" with drug manufacturers, report says ."
