input,expected_answer
"By . Daily Mail Reporters . A married gym teacher accused of raping her 16-year-old student sent lovesick text messages about him to a second teen she also allegedly assaulted. Joy Morsi's alleged affair with the first underage student was exposed this week when she flipped out over his decision to take a classmate to the prom. 'I can’t believe [name deleted] is going to the prom with [name deleted],' the 39-year-old texted to the second boy, a source told New York Post. The source said the pair exchanged texts which led to an alleged weekend rendezvous in a basement office at Grover Cleveland HS in Queens, New York. In the texts, Morsi and the boy arranged to meet on Saturday, two days before the teacher was arrested for the alleged sex with the first student. Charged: Joy Morsi, center, a 39-year-old teacher at Grover Cleveland High School in Queens, New York, was taken into custody on Wednesday morning on the latest charge just hours after she had pleaded not guilty to raping a student when he was 16 . Students told the Post the boy's prom date told her mother about the illicit affair, who then reported Morsi to authorities. Morsi was taken into custody on Wednesday morning on the latest charge . just hours after she had pleaded not guilty to raping a student when he . was 16. 'Two weeks . after the alleged relationship with that student ended, she enticed a . student and engaged in sexual activity with this 16-year-old again on . school property just over this past weekend,' prosecutor Melissa . Kelly said. Prosecutors cited text messages as evidence of the sexual encounter. Morsi was charged with two-counts of third-degree criminal sexual act and one-count of endangering the welfare of a child. She was ordered held on an additional $25,000 bail and must return to court on June 23, reports ABC7. 'These are serious accusations in which a school teacher - who should serve as a role model to students - is instead accused of using her position to gain access to children for her own gratification,' Queens District Attorney Richard Brown said. Humiliating: Joy Morsi's husband, Hany Morsi (pictured) is a science teacher at the same school as his wife, Grover Cleveland High School in Queens, New York . Morsi cannot be . fired or stripped of her pay without due process, officials said. On Tuesday, Morsi had been charged with . third-degree rape and third-degree criminal sex act after being accused . of raping a 16-year-old student wrestler. Morsi is alleged to have sent the wrestler raunchy selfies and emails. Their affair was only exposed after she flew into a jealous rage because he was taking another girl to prom. The Long Island mother, whose husband Hany Morsi, also teaches at the school, was first arrested on Monday. The illegal relationship with the wrestler began last June when Morsi offered to help the student lose weight, prosecutors said in court. On June 5, Morsi allegedly lured the unidentified student into a 'secluded closet' where she exposed herself to him. Scene: Joy Morsi, 39, a gym teacher at Grover Cleveland High School in Ridgewood, Queens (pictured) is accused of raping two underage students . She also allegedly sent the student emails asking if he was a virgin, along with saucy text messages. The . court heard the pair had sex all over the school from June to July last . year, and continued to meet for sex outside of school. In court on Tuesday, Morsi pleaded not guilty to numerous counts of third-degree rape, a criminal sexual act in the third degree and one count of endangering the welfare of a child. The stone-faced teacher did not comment after being ordered held on $25,000 bail. As the student turned 17 during the nearly year-long dalliance, subsequent alleged encounters are considered legal. Morsi, described by some students as 'a hard-working teacher', did not comment as she left court. City Department of Education officials said Morsi was 'immediately removed' from the classroom when she was reported. Charged: Joy Morsi (seated) has been suspended with full pay from her tenured teaching position at Grover Cleveland High School in Queens, New York. Her husband Hany Morsi (pictured) is a science teacher at the same school . 'We find these claims disturbing and reprehensible and she will remain reassigned - far from any student and the school - pending a criminal investigation,' deputy press secretary Marcus Liem said. 'We will work closely with the school to ensure they are given any needed support.' Morsi, who has four children, had nothing to say as she left court on Tuesday, but attorney, Virginia Lopreto, signaled she would fight the case. 'My client’s ties to the community have been verified,' Lopreto said. 'Her husband is here. She has a family and children. She’s very likely to see this through.' Morsi started working as a gym teacher in 1999, has a clean discipline record and earns $79,531 a year, according to records. Meanwhile students at the school said rumors had long circulated about the alleged affair. 'We had a feeling that something was going on,' ninth-grader Josie Gonzalez told New York Daily News. 'They would always be together around the school.' If convicted, Morsi faces eight years in prison.","Joy Morsi, 39, is a tenured gym teacher at Grover Cleveland High School in Queens, New York .
She is accused of raping a 16-year-old student 20 times between June and July last year .
Their affair was exposed this week after .
she flew into a jealous rage because the boy was taking another girl to .
prom .
On Wednesday she was arrested again and accused of having sex with another 16-year-old student .
Prosecutors say she hooked up with the second student because her relationship .
with the first boy had ended over his prom date .
She complained to the second boy about the first boy in a series of text messages, 'I can't believe he is going to the prom with her'
Morsi, a mom of four from Long Island, faces numerous charges .
She was held on $50,000 bail and is to return to court on June 23 ."
"By . Ryan Lipman . A five-year-old girl has received a confidential multi-million dollar payout from pharmaceutical manufacturer CSL Ltd and the state of Western Australia after becoming severely disabled from a flu vaccination. Saba Button got the vaccination under a government-promoted scheme in April 2010 when a GP injected a 0.25ml dose of CSL 2010 Fluvax into her left arm. As a consequence of the vaccination, she suffered hypoxic brain injury and severe disabilities. Mick and Kirsten Button, pictured with daughter Saba, have reached a multimillion dollar settlement a pharmaceutical manufacturer and the state of Western Australia . Her life expectancy has been significant shortened and she will require constant care for the rest of her life. Days after she was vaccinated and dozens of other adverse reactions in children were reported, the state government suspended its seasonal flu vaccination program. The Buttons said the settlement - which media reports suggest was in the order of several million dollars - was a huge relief. 'No one wants to really go through court ... to settle it through mediation is a great relief for us,' father Mick Button told reporters. He said Saba inspires him every day, and the settlement would provide the family with financial security to meet her needs. 'You can't buy your health but it is a good outcome,' mother Kirsten said. 'Amazingly strong': The Buttons are focusing their attention on their daughter's treatment and are happy to put the settlement behind them . Saba was a toddler when she received a flu shot, which left her with severe disabilities requiring constant life-long care . CSL denied any liability and claiming that the State of Western Australia and the state's health minister were responsible for any compensation due. CSL also cross-claimed against the state and the minister for a contribution in the event its defence were to fail. The state and the minister filed a defence to the cross claim denying any liability in the matter. The claim and cross claim were privately mediated, resulting in all of the parties reaching a settlement. On Friday, Federal Court of Australia Justice Michael Barker approved the agreement. Fluvax is now banned in children aged under five years and hundreds of other adverse reactions were experienced by children days after Saba was vaccinated .","A WA family has reached a settlement in vaccination case .
Saba Button was left with severe disabilities after flu injection in 2010 .
Family said it was a bittersweet victory and will focus on Saba's treatment .
Settlement figure not released but believed to be worth millions ."
"By . Sally Lee . A mother is desperately battling to raise the $60,000 needed to fly her and her premature daughter home to Australia from Fiji, after she unexpectedly gave birth in the back of a taxi on a street in Nadi, last week. Jayne and Ashley Wren weren't expecting to be parents until July, so they did not have travel insurance that covered their baby being born while they were on holiday. Maddison Jayne Cazna Wren arrived early at 33 weeks at 1.7kg and remains in an incubator at Nadi Hospital. The couple flew to Fiji for a wedding after being granted full permission by doctors in Sydney. An online campaign has been launched to help bring baby Maddi home and cover the medical expenses for the newborn. Jayne Wren who gave birth to her first child Maddi in the back of a taxi in Fiji on May 31 . The night after the wedding, Mrs Wren was on her way to a check up at a local private clinic in Nadi but her destination quickly changed to Nadi Hospital when she went into labour in the taxi. The new parents now have growing financial concerns but are being helped significantly by the online campaign set up through fund-raising website mycause. 'Jay was carried from the taxi her baby was born, on a local street in Nadi,' wrote Angela Allison who is running the campaign. Maddison Jayne Cazna Wren (pictured in an incubator in Nadi Hospital) was born at 33 weeks at 1.7kg. She came home on June 19 . The father of Maddison, Ashley Wren, was a groomsman at his friend's wedding in Nadi and wasn't expecting to be a father so soon . 'Conditions [at the hospital] are far from the standards we are used to here in Australia,' said Ms Allison. 'With not even a blanket for Maddi or clothes for her to wear, Jay and Ash are beside themselves with worry and stress.' Ms Allison told Daily Mail Australia, however, that they have been overwhelmed by support from friends, family and strangers. 'Now that a few Aussie celebs have retweeted we are gaining donations from strangers,' she said. 'Initially it was just friends and family of Ash and Jay and people who read about it via the shared Facebook link. It's so exciting to watch the amount raise and to think about how much this is going to mean for them.' To donate, click here. An online campaign was launched to pay the $60,000 to bring Maddi home . Medical expenses, accommodation and flights for the baby won't be covered by travel insurance. The campaign has raised $26,000 but needs to raise $60,000 .","Jayne and Ashley Wren, from Sydney, flew to Fiji last week for a friend's wedding .
Although doctors said Mrs Wren was fine to travel, she gave birth to her first child in the back of a taxi on a local street in Nadi .
Maddison Jayne Cazna Wren was born at 33 weeks at 1.7kg and remains in an incubator at Nadi Hospital .
Medical expenses, accommodation and flights for the baby won't be covered by travel insurance .
An online campaign has launched to help transport Maddi home, which is believed to cost at least $60,000 ."
"By . Kirk Maltais . The wife of a disabled Afghanistan veteran who was injured while searching for Sgt. Bowe Bergdahl has posted a scathing message against him this week, adding a personal account to the rising protests against the negotiations with the Taliban that lead to Bergdahl's freedom. In a message she posted via Facebook, Shannon Allen, wife of Sgt. 1st Class Mark Allen, wrote 'Meet my husband, injuries directly brought to . you by the actions of this traitor.  He can't give an account of what . went down, because he can no longer speak. Now, which guy is a ""hero"" again?!? Sick.' In addition to the message, Allen posted a family picture, showing husband and wife in addition to their daughter. Mark Allen was posed in his wheelchair wearing his dress blues, while their daughter was wearing a graduation cap and gown. Shannon Allen's Facebook post on the page 'Bowe Bergdahl is a Traitor.' The post currently has nearly 60,000 likes . Mark Allen, who is from Loganville, Georgia, was injured when a sniper bullet pierced the armor in his helmet in Kabul, Afghanistan. The bullet entered through his frontal lobe, rendering him paralyzed. The injury occurred only one month after he arrived to Afghanistan. Shannon Allen's comments add to the growing surge of public outcry over the circumstances surrounding Bergdahl's capture by Taliban forces, as well as his release. Five Taliban fighters were let out of detention in Guantanamo Bay, Cuba, in exchange for Bergdahl's freedom last week. According to critics, Bergdahl deserted his post at a U.S. Army base in the Paktika province of Afghanistan on June 30, 2009. Soliders that served at the same time and were deployed to search for him accuse him of deserting the U.S. Military that night. Shannon Allen posing with her husband, disabled Afghanistan war veteran Sgt. 1st Class Mark Allen, who sustained severe injuries after being shot by a sniper . Sgt. 1st Class Mark Allen, pictured left before suffering a gunshot wound to the head. Allen had only been in Afghanistan for one month before he was shot . 'We all served together and we were all in it together over there and he . broke that bond by leaving us,' Army Sgt. Josh Korder said on the Today Show on June 3. The outcry is also gathering online. The Facebook group 'Bowe Bergdahl is a Traitor' currently has over 69,000 likes. The banner on the top of the page shows the pictures of six soliders who died while searching for Bergdahl. The Facebook page posted Shannon Allen's message, which received nearly 60,000 likes and more than 5,000 comments. Bergdahl is currently in Germany, where he is recovering from the five-year ordeal. According to the family's pastor, his parents Bob and Jani Bergdahl have yet to speak to their son.","Shannon Allen, husband of injured Afghanistan war vet Mark Allen, referred to Bergdahl as a 'traitor', while questioning 'which guy is a ""hero"" again?'
Mark Allen was rendered paralyzed after a sniper bullet passed through his armored helmet and through the frontal lobe of his brain .
Allen had been in Afghanistan for only one month before being shot ."
"By . Sally Lee . A man, who was wearing a dress and crotchless pants, has been charged after he tried to rob an Australian sex store on Saturday morning. The 34-year-old man forced his way through the ceiling of the store in Brisbane when he set off an alarm, police said. When he was caught by a female manager of the store, the man allegedly attacked the woman with sex toys. A male thief wearing a dress and crotchless pants attacked a Brisbane sex store worker with sex toys during a burglary on Saturday morning . The man was also wearing a wig when he entered the Totally Adult Shop on Gympie Road in Aspley at 5.20am, The Australian reported. Police said the man was trying to steal the sex toys but threw them at the owner when she confronted him. The thief then tried to flee the scene by climbing back through the ceiling and onto the roof where he was arrested by police. The Murrumba Downs man has been charged with break and enter and possessing dangerous drugs. Earlier this week, another man fell through a sex shop roof during a botched burglary in Cairns. The 22-year-old man allegedly grabbed a Fantasy Fetish pack, which contained items including a saddle, after crashing through the ceiling in the early hours of Thursday. Witnesses alerted police who then arrested the man nearby. He faced a Cairns court on Friday on five theft and burglary related charges. Sorry we are not currently accepting comments on this article.","Police say the thief, 34, forced his way through the ceiling of the sex store in Brisbane and set off an alarm .
When the female manager of the store confronted the man, he allegedly  threw a number of sex toys at her .
He tried to flee the scene by climbing back through the ceiling but was arrested by police on the roof of the building .
The Murrumba Downs man has been charged with break and enter and possessing dangerous drugs ."
"By . Julian Robinson . The wife of the man who led Britain into the First World War dismissed Winston Churchill as a ‘dangerous maniac’ in her hard-hitting diaries, a new book has revealed. Margot Asquith was the wife of Herbert Henry Asquith, the Liberal Prime Minister who was ousted from Downing Street during the Great War. From her vantage point she created a ‘compelling’ record of her husband’s fall from grace – and revealed her disdain for a number of leading figures of the day. Herbert Asquith, pictured left, was ousted from Downing Street during the First World War. His wife Margot, right, his fall from grace in her diaries and did not hold back in her views of some of leading political figures . Winston Churchill, pictured centre with General De Gaulle in Paris in 1944, came in for particular criticism in Margot Asquith's 1915 diary entries . At one point, writing in 1915, she says Churchill’s ‘vanity is septic. He would die of blood poisoning if it were not for a great deal of red blood which circulates freely through his heart and stomach.’ She goes on to describe him as a ‘dangerous maniac, so poor in character and judgment, so insolent and childish, I hardly even think him a danger’, the Observer reports. Her views are revealed in ‘Margot Asquith’s Great War Diary’ by Michael and Eleanor Brock, released later this month. Lord Kitchener, Secretary of State for War, also came in for criticism from Margot Asquith, the wife of Herbert Asquith . David Lloyd George, British Prime Minister 1922, was another leading politician to come in for withering scorn in Margot Asquith's diaries . And it is not just Second World War great Winston Churchill who incurs her wrath in the diaries, which stretch from 1914 to 1916. The man who took over at Downing Street during the Great War, David Lloyd George, comes in for particular criticism when she writes: ‘All he undertakes drops in chaos and confusion on a floor littered with covered tracks.’ Margot Asquith's Great War Diary 1914 - 1916: The View from Downing Street, is available later this month . Lady Asquith, who once described herself as ‘a sort of political clairvoyant’ also turns her attentions on the secretary of state for war, Lord Kitchener who she slammed as ‘slow and cumbersome in mind’ and 'a man brutal by nature and by pose'. The diaries chart some of the political battles that lay behind the warfare on the Western Front and charts her own views on the conflict. 'This is the 84th day of the war' she wrote in October 1914, 'and speaking for myself I have never felt the same person since. I don't mean to say I have improved! On the contrary...'. But she reserved praise for her husband, who was replaced as Prime Minister during the war following a series of military and political crises. She lovingly describes him as 'by far the ablest, wisest, calmest and cleverest man in England'. Margot Asquith was born Alice Margaret Tennant in Peeblesshire, Tweeddale in 1864 and would go on to become a well known socialite, author and wit. She was married to Herbert Henry Asquith from 1894 until he died in 1928. She bore five children, only two of whom survived infancy, Elizabeth, who married Antoine Bibesco of Romania in 1919 and became a writer and Anthony, who became a leading film director. Margot Asquith's Great War Diary 1914 - 1916, by Michael and Eleanor Brock, is available from June 26, published by Oxford University Press.","Margot Asquith's diaries covered 1914 to 1916 during First World War .
Dismisses Winston Churchill as having 'septic' vanity in one 1915 diary entry .
She also pours scorn on Lord Kitchener, the secretary of state for war .
Diary entries charted in a new book, 'Margot Asquith's Great War Diary'"
"By . Sally Lee . The chairman of Defence Abuse Response Taskforce, Len Roberts-Smith, said he thought the issue of abuse was bigger than it has been publicly acknowledged . Four former female cadets from the Australian Defence Force Academy have revealed fresh allegations of rape and sexual assault by their male superiors. ABC's Four Corners aired its investigation on Monday night, on which female cadets recounted the horrors the endured while at the academy in the 1990s. The program also claimed that nothing was done about many of the allegations, with complaints from cadets often locked away in a filing cabinet known as the 'chamber of horrors', never to be seen again. Some alleged that the perpetrators are currently serving military officers, or are still working for the department. One former cadet, who went by the fake name 'Susan', said a superior came into her bedroom during the 1990s and proceeded to indecently assault her. 'He was a third year. He was much bigger than me. I just froze and pretended to be dead really, and wished I was,' she said. Scroll down for video . ABC's Four Corners aired their investigation on Monday night, where these cadets recounted their horror stories whilst at the academy from the 1990s . Her complaint was one of many that was placed in the filing cabinet known internally as the 'chamber of horrors'. She said the cabinet was full of envelopes - each of them containing a complaint lodged by ADFA cadets alleging sexual harassment or assault. Susan said she witnessed the process herself, and said that was the last she heard of the incident, believing it was never properly dealt with or investigated. A still-serving officer, who went by the made-up name 'Jane' and was played by an actress on the program to protect her identity, said she was raped as a cadet during the 1990s. Even after the assault, Jane decided to stay with the army - but she said she had to watch her attacker move up the ranks, unpunished for his crime. The report also revealed that many complaints by cadets were unresolved and put away in a filing cabinet dubbed the 'chamber of horrors' The cabinet was full of envelopes, each of them containing a complaint lodged by cadets at the ADFA alleging sexual harassment or assault. 'To walk around the corner and literally bump into him again was awful. I didn't know how to react. I felt frightened, I felt powerless ... to still have him standing there, laughing and joking with his mates and knowing he's still part of the organisation that I'm in,' she said. Following a notorious 2011 incident, where two ADFA cadets used Skype to secretly film a female colleague having sex, an external review of sexual and other abuse in the Department of Defence was announced by then-Defence Minister Stephen Smith. The Defence Abuse Response Taskforce (DART) which has since assessed more than 2,400 complaints of abuse, paid $28 million in compensation and referred 63 matters to police. But Len Roberts-Smith, the chairman of DART, told the program that he believed the problem of abuse within the military is bigger than it has been publicly acknowledged.","The investigation, which aired on the ABC's Four Corners, uncovered allegations which took place from the 1990s .
The report also revealed that complaints by female cadets were unresolved and put away in a filing cabinet dubbed the 'chamber of horrors'
The Defence Abuse Response Taskforce, which has already assessed more than 2,400 complaints of abuse, paid $28 million in compensation and referred 63 matters to police .
But Len Roberts-Smith, the chairman of the external review of the Department of Defence, said he found the problem of abuse to be bigger than it has been publicly acknowledged ."
"By . Sally Lee . A transgender teenager who wore a dress to her Melbourne high school for the first time after 16 years as a boy says she finally feels like she exists after she 'felt like dying'. Mia Pike, 17, was raised as a boy named Brendan but realised just over a year ago she was born the wrong gender. Her mother was so concerned by the troubled teen's mental state before the transition she revealed: 'I don't think Brendan would have made it to year 12'. She wore a dress to Carrum Downs Secondary College, south-east of Melbourne, for the first time on Monday and officially changed her name at the school last week. Mia Pike, 17, was raised as a boy named Brendan but realised just over a year ago she was born the wrong gender . 'I think it's more like I wasn't living before I started being myself,' Mia told MailOnline. 'I feel like I actually exist now and I'm definitely a lot happier.' But the decision to identify as a girl six months ago wasn't easy and Mia admits she 'felt like dying' after she realised she was transgender. '(I) just felt like I couldn't do it because no one would accept me,' Mia said. 'I was unhappy with myself when I realised. I thought I wouldn't ever be able to be myself. 'It was okay before I knew. But I felt depressed after that. 'The hard bit was telling everyone then having to explain it all.' Mia wore a dress to Carrum Downs Secondary College, south east of Melbourne, for the first time on Monday and officially changed her name last week . Her mother, Donna Pike, was unaware of the pain Mia was going through at the time and spent six months fearing for her child's life. Ms Pike told The Project she wasn't sure if Mia would have coped had it not been for the school's support of her decision. 'I don't think Brendan would have made it to year 12. I don't think Brendan would have become Mia and there's a very big chance Brendan wouldn't be here,' Ms Pike told the program. Thoughts of suicide are not uncommon amongst transgender Australians - recent figures from the National LGBTI Health Alliance show 20 percent have considered suicide and 50 percent have attempted to take their life at least once. Mia spent 16 years as Brendan and said the decision to identify as a girl wasn't easy. She admits she 'felt like dying' after realising she was transgender . The 17-year-old said she doesn't have any plans to go back to her life as Brendan and she hopes other teenagers can find inspiration in her story . Her school, Carrum Downs Secondary College, has implemented a number of practices to make Mia's transition easier including education for students and staff, according to principal Sherrallin Smith. 'We also built a group of students around her who support her in the school yard,' Ms Smith told The Project. The 17-year-old said she 'didn't know about transgender people' until she attended Peninsula Pride meeting in May last year - a support group run by Queer Straight Alliance. Since then, her support network has only grown. Her sister Meliza, 14, came out as a lesbian around the same time Mia revealed was actually a girl. 'Of course I'm so proud of my sister,' Meliza said. Her mother, Donna Pike, was unaware of the pain Mia was going through at the time and spent six months fearing for her child's life . Carrum Downs Secondary College principal Sherrallin Smith (left) said the school has implemented a number of practices to make Mia's transition easier including education for students and staff . But the transition hasn't come without its challenges. 'My dad doesn't agree with it and said to me that I might feel like this now but I probably won't later,' Mia said. 'He still calls me Brendan.' But Mia said she doesn't have any plans to go back to her life as Brendan and she hopes other teenagers can find inspiration in her story. 'Stay strong and be patient, there is help out there for you,' Mia said. For those needing help, contact Lifeline on 13 11 14. Mia revealed her new identity to family and friends six months ago, including her 14-year-old sister Meliza . Sorry we are not currently accepting comments on this article.","Mia Pike officially changed her name at Melbourne high school last week after 16 years as 'Brendan'
17-year-old realised just over a year ago she was born the wrong gender .
Teen admits transition wasn't easy and she 'felt like dying' for 12 months .
Her mum says Mia wouldn't have coped if it weren't for school's support ."
"By . Sara Malm . The elderly alpha male of the only brown bear colony in the Pyrenees is facing castration after officials discover he has been breeding with his own offspring for the past two decades. Pyros the bear's 'sexual domination' of the colony of 30-odd bears living near Val d'Aran, Spain, has seen him end up the father, grandfather and great-grandfather to every cub born in the colony for the past 20 years. Spanish officials are now facing the difficult decision of either castrating or capturing 26-year-old Pyros in order to stop the dangerous level of inbreeding which is risking the species' survival in the European mountain range. Still going strong: Pyros the alpha is risking castration after officials discover he has fathered all the cubs born in the Pyrenean brown bear colony in the past 20 years (file photo) The bear’s sexual dominance came to light after Spanish officials discovered that Pyros was both father and grandfather to a recent cub. At 26, Pyros’ ‘vigour’ should have slowed down in his late teens, however, Pyros remains as active as ever, resulting in dangerous levels of inbreeding in the colony. The colony of 30-odd bears include four other males, but only one is not an offspring of Pyros’ and none of them have fathered any cubs, officials found. As a result, Spanish officials say they have to choose between castrating Pyros and segregating him from the group in order to secure the species’ survival in the Pyrenees. Inbreeding: Pyros' sexual appetite and dominance in the group has to be stopped as the limited gene pool is risking the survival of the bear population of the Pyrenees . ‘If he keeps up this sexual vigour and dominant attitude for a few more years, the other males in the mountains have no chance of mating with any of the females,’ Val d’Aran environmental councillor José Enrique Arró, told La Vanguardia, according to The Guardian. If Pyros is not castrated he would have to be moved, however, due to his old age, sedating and moving him to a new area – wild or in captivity – could cause fatal stress and other risks to his health. A representative from the Catalan regional government told the paper that even if Pyros is sterilised and left with the colony, his dominant sexual behaviour could continue, making it difficult for the other males to mate with the females of the group. Mr Arró said he hopes that the introduction of a new bear to the colony could help, but it is also possible that Pyros’ family jewels can be saved if his biological clock finally begins to tick and he starts to act his age. Local authorities have long fought to save the brown bear population of the Pyrenees by transferring brown bears over from Slovenia. The last indigenous female brown bear in the mountain range, which forms the natural border between France and Spain, was shot by a hunter in 2004.","Pyros the alpha bear may have to be castrated to save the species .
Despite his old age, his sexual dominance in the Pyrenees is not fading .
Pyros is father, grandfather and great-grandfather to nearly all cubs ."
"By . Ryan Lipman . Port Augusta police had to use their coaxing skills to try and entice a goat called Sandra down from the roof of a house on Saturday afternoon. Known for their climbing skills, Sandra was right at home as she frolicked about on the roof of the single storey home in Crichton Drive in Port Augusta, South Australia. The adventurous animal also climbed onto the flat roof of an adjoining covered area without any concern. Stuck: Police attended a home in Port Augusta, South Australia to get Sandra the goat off the roof . Police had to get creative with their coaxing methods as the Sandra refused to come down . 'On the early hours of Saturday afternoon at about 1.10pm, police were called by neighbours to the house following reports of a goat on a roof,' Inspector Ian Humby told MailOnline. Insp Humby said because the backyard was raised, the goat was able to jump onto the roof. 'It was feasible that she jumped from the backyard onto the roof,' he said. As residents of the property were not home at the time police were called, Insp Humby said it was hard to determine how long Sandra had been on the roof for, but he does not believe it was a long time. With the goat refusing to budge, the police tried using two different types of grass to entice her back down, as reported on the South Australia Police News Facebook page. Inspt Humby said the officers used hay to bring Sandra down temporarily before she got back onto the roof. The police tried using two types of grass to encourage Sandra to come down off the roof to no avail . Getting creative, the police used an old clothes line as a lasso and a makeshift ramp to bring down the adventurous animal . At this point the people living in the home returned and explained to officers they were only looking after the goat for a few days. They also said it was not the first time Sandra had got onto the roof. 'I guess its true when they say goats like heights,' Insp Humby said. But with the animal back on the roof and refusing to come down, the police improvised by using a makeshift ramp and a lasso made from and old clothes line to bring Sandra back down. Sandra suffered no injuries and was safely returned to her owner's yard. Despite her excellent climbing skills, Sandra was brought back down off the roof . Success: Police were able to return the goat to her owner's yard without any injury .","SA police had to bring a goat down from a residential roof on Saturday .
The officers tried using two types of grass to no avail .
They then had to improvise by using a lasso and makeshift ramp .
The goat was brought back down safely and returned to the owner's yard ."
