input,expected_answer
"By . Simon Jones . Tottenham will not give up on Wilfried Bony without a fight. Sportsmail revealed Liverpool's interest in the Swansea striker following Barcelona's move for Luis Suarez and talks are ongoing. However, Tottenham are ready to offer £18million for the Ivory Coast international. VIDEO Scroll down to watch some of Wilfried Bony's goals for former club Vitesse . On the move? Liverpool and Tottenham are both interested in signing striker Wilfried Bony from Swansea . Two's company: Tottenham also want to sign Ben Davies from Swansea . Part exchange: Gylfi Sigurdsson could be offered to Swansea in a swap deal for Bony and or Davies . They believe Bony is not Liverpool's first choice with manager Brendan Rodgers also interested in QPR striker Loic Remy among others. Tottenham want Bony after being rebuffed in soundings over Chelsea's Romelu Lukaku and will make their move having already spoken to Swansea about a possible exchange involving Gylfi Sigurdsson and left-back Ben Davies. The tangled web should unwind next week as the bids go in. Knocked back: Tottenham's interest in signing Romelu Lukaku was spurned by Chelsea . Keeping tabs: Liverpool are also considering a move for Loic Remy who spent last season on loan at Newcastle .","Tottenham ready to submit formal bid for Swansea's Wilfried Bony .
Liverpool also interested in striker following Luis Suarez sale to Barcelona .
Spurs keen on Bony after being knocked back in pursuit of Romelu Lukaku .
Liverpool could turn to QPR's Loic Remy should they fail to sign Bony ."
"By . Simon Jones . Chelsea manager Jose Mourinho is keen on a reunion with Sami Khedira. The Germany star was a key member of Mourinho’s squad during his reign as Real Madrid boss and now he wants Khedira to move to Stamford Bridge. Khedira has turned down an offer of a new contract at Real and would want £150,000 a week to come to London. Midfield maestro: Sami Khedira's performances for Germany at the 2014 World Cup have caught the eye . On target: Khedira got his name on the scoresheet during Germany's semi-final win against Brazil . Reunion: Jose Mourinho managed Khedira during his time as Real Madrid boss . Everton are hopeful of signing Chelsea striker Romelu Lukaku for £18m and are talks over another loan for Monaco striker Lacina Traore. Manager Roberto Martinez has also made enquiries for Chelsea’s Demba Ba but has been given renewed hope of signing Lukaku. Out of favour: Everton boss Roberto Martinez has enquired about Chelsea striker Demba Ba . Come back: Everton have been encouraged in their bid to bring Romelu Lukaku back to the club .","Germany midfielder Sami Khedira wanted by Chelsea .
Khedira has been one of Germany's top performers at 2014 World Cup .
Jose Mourinho worked with Khedira at Real Madrid .
Khedira has turned down the offer of a new contract from Real Madrid ."
By . Joe Bernstein . Wembley play-off hero Bobby Zamora has agreed a new one-year deal to stay at QPR. The 33-year-old striker will sign a new one-year contract at Loftus Road and play a part in their forthcoming Premier League season under Harry Redknapp. It was Zamora's winning goal against Derby in May which secured Rangers' promotion which could be worth around £134million for the club. £134million goal: Zamora scored the winner at Wembley against Derby to send QPR up . Zamora's signature will be a relief to Redknapp who lost 11 players in the summer either out of contract or loaners returning to their parent clubs. He has also become frustrated that the club have failed to sign off a deal for former England defender Rio Ferdinand with owner Tony Fernandes wanting younger signings. QPR still have an interest in signing Spurs midfielder Lewis Holtby who was on loan at Fulham last season. Big deal: Harry Redknapp will be delighted to secure the Rs Wembley hero for another year .,"Striker scored the winner against Derby at Wembley to send Rs up .
Harry Redknapp has lost 11 players this summer .
Manager has become frustrated after failing to sign Rio Ferdinand .
Lewis Holtby remains a target for the Loftus Road side ."
"By . Dan Ripley . Follow @@Ripley_77 . So when did you think Brazil would crumble on home territory at this World Cup? Was it when Croatia took a shock lead in Sao Paulo to stun the hosts on their big opening night? What about when Mexico keeper Guillermo Ochoa kept everything fired at him out, or even when Cameroon equalised in the final group game? There was of course when Chile hit the crossbar with victory in sight during the dying stages of Brazil’s last 16 clash, while local nerves were shredded after Colombia pulled a goal back late on in the quarter-finals. Brazil, of course, pulled through – they always do. No one should be surprised because keeping the Selecao pinned in their own back yard when it matters most is something no team has done for an incredible 39 years. Scroll down for videos . Still going strong: David Luiz celebrates after Brazil extended their unbeaten run with victory against Colombia . So close: Chile forward Mauricio Pinilla almost knocked Brazil out of the World Cup but hit the bar late in extra-time . Bad start: Marcelo (left) put Croatia in front during Brazil's opening game but the hosts roared back to win . Luiz Felipe Scolari’s outfit line up against Germany in a World Cup semi-final on Tuesday and aside from looking for a place in the Rio final, Brazil will be hoping to protect a streak which has seen no team beat them at home in a competitive international since 1975. That long lasting run which spans 63 games is surely facing one of its biggest threats when Germany turn up for battle. Brazil will be without star forward Neymar through injury, while captain Thiago Silva is suspended for the clash with Joachim Low’s outfit – who in Belo Horizonte will surely prove to be one of the biggest credible threats to the streak during those 39 years. As fate has it, it’s Belo Horizonte where this particular story starts. In the very same Estadio Mineirao (albeit with a bit of revamp work these days) where Germany will look to upset the locals, Peru did the very same back on September 30, 1975. Two goals in the final eight minutes helped them see off Brazil 3-1 in a first-leg Copa America semi-final, a tie they would eventually win before going on to lift the trophy. It was a Brazil team in transition – still a good side – but missing key men from the 1970 World Cup winning team as well as proving slightly too early for the class of 1982. VIDEO Brazil will raise their game - Loew . Star man: Brazil are looking to continue their amazing unbeaten record without injured talisman Neymar . Expectation: Brazil expect their national team to emerge victorious on home soil and lift the World Cup . The likes of Pele, Carlos Alberto and Jairzinho had all moved on, while the crop of Socrates, Zico and Falcao had yet to come through. Typically Brazil remained competitive during this period. The 1974 and 1978 World Cups rewarded fourth and third place finishes respectively, while Selecao also recorded two semi-final appearances in the Copa America. For all their undoubted improvement in class, even the stars of ’82 failed to match any of the 1970s performances, while the 1986 side fared little better as beaten quarter-finalists in Mexico. A year later, the Copa America format changed to allow a host nation to stage all the games, but Brazil were soon under pressure on home soil again when they hosted the tournament in 1989. World Cup qualification . P39 W28 D11 L0   F99   A19 . World Cup . P5   W4   D1  L0    F10   A4 . *results including penalty shootout, goals only AET . Copa America . P14  W8  D6  L0   F23    A5 . Confederations Cup . P5    W5  D0  L0   F14    A3 . Total: P63 W 45 D18 L0 F146 A31 . A less than vintage team stormed to victory unbeaten during the campaign and conceded just one goal in the process. Home soil seemed to get the very best out of them because a last 16 exit at Italia ‘90 a year later was their worst World Cup performance since a group stage exit in 1966. The build up to the 1994 World Cup provided another setback, but only away from home as Brazil lost their first ever World Cup qualifier when Bolivia scored twice in the final two minutes to record a famous 2-0 win in 1993. Losing the odd qualifier then became regular for Brazil but none were on their territory. Even the side that limped into the 2002 World Cup that suffered a record six defeats were bullet proof on home turf. Last year’s Confederations Cup was another home obstacle easily overcome with five straight victories. These are not poor teams that Brazil are playing against neither. Argentina, Colombia and Uruguay are for instance regular visitors but simply cannot get the job done in Brazil’s backyard, while European champions Italy and world champions Spain also offered little resistance. In an even bigger sign of what’s to come, it’s not just competitive games where Brazil are so strong at home. VIDEO Team Profile: Brazil highlights . Easy does it: Fred celebrates scoring the opening goal in last year's Confederations Cup final win against Spain . Sealed with a kiss: Luiz kisses the Confederations Cup trophy after Brazil recorded five straight wins . The South Americans are unbeaten in their last 42 international matches on home soil in all games, since losing 1-0 in a friendly match in Fortaleza against Paraguay in August 2002. Germany’s chances of ending this formidable home streak are arguably higher for them than it has been for any other team during this 39-year period. But they will need to find something extra in the tank to slay a Brazil side who somehow, someway, always stop their opponents from leaving their country with all the glory. VIDEO Neymar can be replaced - Ronaldo .","Brazil have not lost a competitive game on home soil since 1975 .
The Selecao lost 3-1 to Peru in the first leg of their Copa America semi-final .
Germany will aim to end that record when they meet Luiz Felipe Scolari's side in Belo Horizonte .
The hosts have won four and drawn one (including one penalty shootout victory) of their five World Cup games so far ."
"By . David Kent . Arsenal might not have signed any big names this summer yet - but boss Arsene Wenger is certainly doing his best to get the word out about the Gunners. The Frenchman is out in Brazil at the World Cup as a pundit for television in his homeland and has been spotted sporting an array of Arsenal-branded clothing during the trip. But the North London club's new kit sponsors Puma might not be so happy - with Wenger so far picking out the club's old Nike gear from his wardrobe. VIDEO Scroll down for footage of Wenger playing football on the beach in Brazil . Club promotion: Wenger at dinner with Fabio Cannavaro (left), Christian Vieri (third left) and Juan Sebastian Veron (second right) He was spotted at dinner with football royalty in the form of Fabio Cannavaro, Christian Vieri and Juan Sebastian Veron in an Arsenal Nike training top, and showed off the club crest on his trousers during a television interview too. Some Gunners fans have grown frustrated at Wenger's media duties while their club fail to produce the goods in the transfer market - although Chile's Alexis Sanchez is rumoured to be on his way. Wenger, though, can still watch seven of his club charges in Brazil - even at the quarter final stage. Per Mertesacker, Mesut Ozil and Lukas Podolski (Germany), Laurent Koscielny, Olivier Giroud (France) Thomas Vermaelen (Belgium) and Joel Campbell (Costa Rica) are all still in the competition. Keen: Wenger's Arsenal crest is just about visible on his trousers during a Eurosport interview . Life's a beach: Wenger has been able to take some time out from the World Cup at the beach this summer . Rising star: Wenger will have been impressed by Joel Campbell at the World Cup and is giving him a chance . VIDEO Wenger signs three year deal .","Arsenal manager has been wearing club gear while out in Brazil .
He wore an Arsenal jacket to dinner with Fabio Cannavaro, Christian Vieri and Juan Sebastian Veron and Gunners trousers for TV work .
Wenger is out at the World Cup as a pundit for French television .
FA Cup winners are yet to sign any players in the summer window ."
"By . John Drayton . Four Germany players have been shortlisted for the World Cup Golden Ball award along with Argentina stars Angel Di Maria, Lionel Messi and Javier Mascherano. Germany's fine World Cup sees defenders Mats Hummels and Philipp Lahm make the list along with Thomas Muller and Toni Kroos. VIDEO Scroll down for Who wants it more? Adidas Wold Cup Final advert Ft. Messi . Goals galore: Toni Kroos (right) celebrates after scoring Germany's third . Last hope: Neymar gives Brazil the only chance of coming away with a trophy at this World Cup . The two sides face eachother in the final at the Maracana on Sunday evening after beating Brazil 7-1 on Tuesday, while Argentina overcame Holland on penalties the next evening. Neymar is Brazil's only entry, while James Rodriguez and Arjen Robben complete the shortlist. Holland's Memphis Depay, France midfielder Paul Pogba and team-mate Raphael Varane are on the shortlist for the Best Young Player. Golden Ball . Thomas Muller, Toni Kroos, Philipp Lahm, Mats Hummels (all Germany), Lionel Messi, Javier Mascherano, Angel Di Maria (all Argentina), Neymar (Brazil), Arjen Robben (Holland), James Rodriguez (Colombia) Best Young Player . Memphis Depay (Holland), Paul Pogba, Raphael Varane (both France) Golden Glove . Keylor Navas (Costa Rica), Sergio Romero (Argentina), Manuel Neuer (Germany) Get in: Mascherano put in a superb performance in Sao Paulo on Wednesday night . Experienced: Romero has 51 Argentina caps and also played in the 2010 World Cup in South Africa . Not a single Premier League player was shortlisted for an award across the three categories. Keylor Navas' heroics for surprise outift Costa Rica have been rewarded by being shortlisted for the Golden Glove for best goalkeeper, alongside Germany's Manuel Neuer and Argentina's Sergio Romero, who saved two penalties in the shoot-out win over Holland. The winner is selected by the FIFA technical group and announced after the final. Failed: Not a single Premier League player was shortlisted for an award across the three categories .","Three Argentina players have also been shortlisted for the award .
Mats Hummels, Philipp Lahm, Thomas Muller and Toni Kroos are the German entrants .
Neymar is Brazil's only hope of a trophy at their home World Cup .
Not a single Premier League player nominated for any award .
Memphis Depay, Paul Pogba and Raphael Varane up for Best Young Player of the tournament .
Goalkeepers Keylor Navas, Sergio Romero and Manuel Neuer nominated for Golden Glove ."
"By . Adam Crafton . Follow @@AdamCrafton_ . Deprived of talisman Neymar, there is an apprehension consuming Brazil as they approach the momentous World Cup semi-final against Germany on Tuesday evening. Utterly dependent on the flair and inspiration of Neymar so far in the competition, the onus will now be on the misfiring Hulk and Fred to offer the creative spark to carry the host nation to a date with destiny at the Maracana on Sunday evening. However, as the Brazilians step out in Belo Horizonte, it will be a peculiar feeling as Luiz Felipe Scolari’s side emerge without Neymar for the first time in over two years and 38 international games at the Estadio Mineirao. Indeed, not since a 3-1 victory over Denmark in May 2012 have Brazil entered the field without Neymar at their disposal. Hero: Neymar has carried the hopes of a nation on his shoulders during the World Cup in his homeland . Perfect timing: Neymar (right) scores for Brazil against Cameroon in the opening game of this World Cup . Rest on his shoulders: Neymar offers Dani Alves a hug before the last-16 clash against Chile . Zero: The stricken forward lies in agony after breaking a bone in his back against Colombia . Brazil have been defeated just four times over the course of the 38-game period – the equivalent of an entire Premier League season – and the tension that has paralysed the host nation since Jonathan Zuniga crashed into the back of Neymar on Friday evening appears to have tangible foundation. * Neymar has started Brazil’s last 38 matches, a run stretching back to May 2012. * Brazil have played just six of the their last 60 matches (including friendlies) without Neymar since 2010 World Cup. * Last game Brazil played without Neymar was a 3-1 victory over Denmark, May 26, 2012. * They have won five of those six matches without him, none of which were competitive. * Six matches Brazil played without Neymar since WC 2010…. 2-0 v Ukraine (2010) 3-0 win v Iran (2010) 2-0 win v Egypt (2011) 2-0 win v Gabon (2011) 3-1 win v Denmark (May 2012) 1-0 loss v France (Feb 2011) Neymar is the flame-haired poster boy of this World Cup and the Brazilians, who have struggled to inspire even with the Barcelona superstar, will have to tap into their reserves of determination to ride a tidal wave of emotion and reach the final. The dependency on Neymar has been well-documented, the Brazilian scoring four goals, committing opponents and making things happen almost single-handedly for his team. This reliance is nothing new, though, for Brazil have gradually become increasingly dependent on Neymar since they restructured their team around him following the disappointing quarter-final exit at the 2010 World Cup. In the 60 matches that Brazil have played since the defeat by the Netherlands in South Africa four years ago, Neymar has played 54, as he has emerged as the golden boy of the country under the guidance of Scolari. The 22-year-old has represented his nation in every competitive game over the last four years, missing only six friendly games in that time. Spot on: Neymar scores during the shootout after Brazil and Chile drew their last-16 clash in Belo Horizonte . Been there before: Neymar scores a penalty against Team GB  in Middlesbrough during the 2012 Olympics . Golden boy: The totemic forward celebrates another goal against Belarus at Old Trafford . Lots of heart: The 22-year-old star had lit up the World Cup, despite the intense pressure, before his injury . As it transpires, Brazil have fared relatively well in his absence, winning five of those six friendlies and losing one against France. Admittedly, though, the competition in those games was not the most arduous, as Brazil defeated relatively accommodating opposition in the shape of Ukraine, Egypt, Iran, Gabon and Denmark without the services of Neymar, which rather skews the 83 per cent success rate without him in the side. Suffice to say that Tuesday evening against Germany will offer a rather more stern appraisal of this Brazil team’s credentials without their brilliant forward. Watch the birdie: Locals pose with a cut-out of Neymar at Copacabana beach in Rio de Janeiro . On song: Brazil fans at Mangueira samba school in Rio de Janeiro watch Neymar singing their national anthem . Standing vigil: A Brazil fan outside Sao Carlos Hospital where Neymar's injury was treated last Friday .","Brazil take on Germany in World Cup 2014 semi-final on Tuesday .
Hosts' talisman Neymar is ruled out with a broken vertebra .
Barcelona forward is Brazil's inspiration, as statistics prove .
Neymar has started last 38 matches for Brazil .
Luiz Felipe Scolari must rejig his team to make up for missing Neymar ."
"By . Graeme Yorke . Luis Suarez's transfer to Barcelona is being held up because Chile star Alexis Sanchez - his proposed replacement - is a wanted man across Europe. Liverpool would like Sanchez in part-exchange for Suarez. But Sanchez is being courted by Arsenal as well as Juventus and would prefer those clubs to Anfield. VIDEO Scroll down to watch Barcelona fans discuss the potential signing of Luis Suarez . Haggling: Liverpool want £75million up front for striker Luis Suarez but Barcelona are resisting this . On the move: Barcelona hope to tie up a deal for Suarez but want payments to be staggered . Controversy: Suarez's World Cup ended in disgrace when he was banned for four months after biting Italy defender Giorgio Chiellini . VIDEO Suarez to Barca talks open . Barca want the winger to consider Liverpool's offer because it would help them land Suarez at a reduced price but the decision rests with the player. Catalan TV stations reported that a fee of £75million was agreed with Suarez handed a five year deal that would make him their fourth highest paid player behind Lionel Messi, Neymar and Andres Iniesta. Liverpool are continuing to negotiate though and want to establish whether there is a chance of signing Sanchez. In action: Suarez is appealing his four-month footballl-wide ban . Support: Suarez shows his appreciation to the hundreds of fans who camped outside his mother's house . Wanted man: Liverpool want Alexis Sanchez from Barca but face competition from Arsenal and Juventus . Arsenal remain favourites for Sanchez but Manchester City and United have also expressed interest. Sanchez is flying from Santiago, Chile to . Barcelona to discuss the offers on the table. An announcement on Suarez is imminent with Barcelona hoping to break the news officially on Sunday. Suarez could make a swift return to . England with Barcelona due for pre-season training at the FA's St . George's Park on July 28, although Suarez will not be able to train . under the restrictions of his four month ban.","Suarez will leave Liverpool for Barcelona after the clubs agreed £75m fee .
Spanish side want Sanchez to be makeweight in deal for Suarez .
Arsenal and Juventus also interested in signing Chile winger ."
"By . David Kent . Jan Vertonghen has no doubt Belgium can stop Lionel Messi and make it through to only their second World Cup semi-final in history. Such has been Messi's form in Brazil that Argentina have faced accusations of being over-reliant on the Barcelona star, who has scored four of his nation's seven goals. Twenty-eight years ago Argentina were heavily reliant on Diego Maradona, who scored five goals to help the South American nation to World Cup glory in Mexico '86. VIDEO Scroll down to see Vertonghen say Belgium can stop Lionel Messi . Unstoppable? Jan Vertonghen believes that Belgium can stop Lionel Messi . Belief: Belgium are aiming for their first World Cup semi-final in 32 years . Four years earlier Belgium successfully shackled Maradona by surrounding the diminutive dribbler whenever he had the ball at his feet. A picture taken of six Belgians surrounding Maradona is one of the abiding memories of that World Cup in Spain. Belgium do not plan to do the same with Messi on Saturday in Brasilia - coach Marc Wilmots prefers to mark zonally - but defender Vertonghen is sure the Red Devils will be strong enough to repel the heir to Maradona's throne. 'I think Messi has been outstanding so far in this tournament. He has been their main man,' Vertonghen told a press conference in Brasilia. 'But if we defend like we did in our previous matches we will stop him, (Sergio) Aguero, (Angel) Di Maria and (Gonzalo) Higuain. I'm convinced of that.' The plan to stifle Maradona in Barcelona worked that night as Belgium recorded a historic 1-0 win.Wilmots has had no urge at all to remind his players of the events of '82 though. 'We have never spoken about it to any of the players. It's history,' Wilmots said. Iconic: Six Belgian defenders work to crowd out Diego Maradona at the 1982 World Cup in Spain . Teamwork: Vincent Kompany, Daniel Van Buyten and Vertonghen work to stop Jermaine Jones from shooting . Belgium's recent history has been full of excitement thanks to the emergence of the likes of Eden Hazard, Romelu Lukaku and Vertonghen, who operates as a dynamic left-back for his country. Belgium stormed through their qualifying group, dropping just four points in the process. But there were question marks as to whether Wilmots could take the individual stars at his disposal and mould them into a united and effective unit at a major tournament. So far the Belgium coach has passed the test with reasonable success. Belgium won every one of their group games and had it not been for a superhuman effort by Tim Howard in Salvador, the Red Devils would have hammered the United States in the last round. Belgium have only made it to the last four once before - in 1986 when Maradona got his revenge in Mexico - and Vertonghen is desperate for the current team to make history on Saturday. 'We don't want things to stop,' Vertonghen added. 'We are ready for the rest. We want to play even better. 'We have been working hard over the last few years and this is the reward for that hard work.' Top start: Belgium coach Marc Wilmots has led his side to four wins from four so far . Step up: Despite his country's good run, Eden Hazard has had a mixed campaign so far . Back: Thomas Vermaelen is set to return for the game against Argentina . Although Vertonghen sat alongside Wilmots at the pre-match press conference in Brasilia, the Tottenham defender appears to be a doubt for the quarter-final. Vertonghen, Toby Alderweireld and Mousa Dembele were all lacking fitness, according to Wilmots, although it remains to be seen whether he was just trying to sell the Argentians a dummy. 'We are not sure (about those three), but we will train today (on Friday) and see. We hope everyone will be fit and ready to go.' One thing that seems certain is the return of Thomas Vermaelen, who is available after recovering from the hamstring injury that kept him out of the Switzerland game. For all Hazard's talents, meanwhile, the Chelsea midfielder has not been at his best in Brazil. Wilmots hopes a pep talk he gave him on Thursday night will kick the talented 23-year-old into gear though. 'I have followed Eden for a long time and in the last 18 months he has improved,' Wilmots said. 'I talked to him last night and told him how he could improve even more. 'You will hopefully see a result on the pitch. He is eager.'","Argentina set to play Belgium in World Cup quarter-final on Saturday .
Messi has scored four of Argentina's seven goals so far .
Belgium hopeful of progressing to the semi-finals for second time ever .
Diego Maradona famously stopped by Belgian defence in 1982 ."
"By . Stephen Mcgowan . Financial advisor David Low last night revealed he is heading up a consortium bidding to seize control of troubled Hibs in a £3.5million deal. Majority shareholder Sir Tom Farmer has authorised under-fire chairman Rod Petrie to find a buyer for the club’s parent company HFC Holdings Ltd. And Low, one of the leading figures in Fergus McCann’s Celtic takeover, is believed to have joined forces with former Easter Road chairman Malcolm McPherson and Frank Lynch - former owner of Celtic Nation - to make an offer for the club. Green machine: Hibs fans are hoping they can take control of the club after last year's relegation . A rainbow alliance of supporters groups are also interested in establishing community ownership at the club and have held talks with Petrie, who was the subject of fierce protests over his stewardship of the club following last season’s relegation to the Championship. Insisting he has already spoken to influential supporters groups about joining forces, however, Low told Sportsmail last night: ‘I have made an offer for Hibernian Football Club on behalf of a group of investors. ‘We were encouraged to make an offer by Mr Petrie, we made an offer to Mr Petrie and we have met his nominated advisors for discussions. Beyond that, the ball is now in their court.’ Low has financial backing from the UK and America and believes he can deliver the legacy guarantees on the club’s welfare being sought by Sir Tom Farmer. Leaving: Chairman Sir Tom Farmer is looking to sell the club following criticism of his stewardship . Sportsmail has also learned, however, that Supporters Direct Scotland have been contacted by several groups of supporters and are formulating plans for a community-ownership proposal after former Hibs midfielder Paul Kane led a series of fan protests over Petrie’s stewardship in the summer. Hibs face Livingston in their Championship curtain raiser at Easter Road on Saturday afternoon - and the West Lothian club have also become embroiled in boardroom strife after being hit with several SFA charges relating to key shareholder Neil Rankine. Livingston have been accused of failing to disclose that Rankine, described by the SFA as shareholder of parent company Livingston 5 Ltd, also holds interests in Championship rivals Dumbarton along with East Fife. Looking forward: Stubbs is trying to prepare his team for the new season against the backdrop of uncertainty . Charges include failure to act in good faith to the SFA; providing false, misleading and/or inaccurate information on their official return; failing to specify Rankine on official returns; not acting in the best interests of football by their non-disclosure of Rankine’s other interests; and of holding power to influence the management or administration of two other clubs. The SFA statement added: ‘Please note that neither East Fife nor Dumbarton are under investigation and there is no suggestion of improper conduct on their part at this stage.” A hearing date has been pencilled in for September 10. Hibs boss Alan Stubbs has raided his former club Everton to sign 19-year-old winger Matthew Kennedy on an initial six-month loan deal. The Scotland under-21 international becomes Hibernian’s fifth recruit of the summer and they hope he can be cleared in time to make his debut against Livingston today.","Financial advisor Low was part of Fergus McCann's Celtic takeover .
Sir Tom Farmer is looking to sell club's parent company HFC Holdings Ltd .
Fans also interested in a community ownership plan for the club ."
