input,expected_answer
"(CNN) -- Didier Drogba came off the bench to rescue a point for Ivory Coast as they drew 1-1 with Malawi on Saturday to book their place at the 2010 World Cup in South Africa. Didier Drogba scored for Ivory Coast as they drew 1-1 with Malawi to book their place at the 2010 World Cup in South Africa. Ivory Coast needed only a point from their match with the bottom-placed team in African qualifying Group E but found themselves a goal down in the 64th minute when Jacob Ngwira put the hosts ahead at the Kamuzu Stadium in Blantyre. Elephants coach Vahid Halilhodzic responded by throwing on Chelsea striker Drogba who was able to level the scores in the 67th minute. Malawi pushed for a winner as the second half wore on but were unable to add to the score and Ivory Coast secured the point they required for qualification. The result brought Ivory Coast's 100 percent run in the group to an end but ensured they will feature in the World Cup Finals for a second time following their debut appearance in 2006. Malawi also improved their chances of qualifying for the African Cup of Nations by moving third with four points, just behind Burkina Faso who have six and Guinea who are now last with three points. Elsewhere in the African qualifying zone Egypt recorded a 1-0 win over Zambia in their Group C clash in Konkola to potentially set up a deciding match with Algeria in Cairo next month. Egypt were on the back foot in the first half and were indebted to goalkeeper Essam El-Hadary who frustrated the Zambia fans with several fine saves as the visitors struggled to get to grips with the pitch at the Konkola Stadium. But the Pharaohs were a much-improved side after the half-time break and Hosny Abd-Rabou secured all three points with the only goal of the game in the 68th minute. Egypt defender Sayed Moawad laid off the ball for Abd-Rabou to fire a powerful right-footed shot past Zambia goalkeeper Kennedy Mweene and into the top corner of the net. The result means qualification will go right down to the wire even if Algeria take maximum points from their clash with bottom side Rwanda on Sunday and go three points clear of Egypt at the top of the group. Cameroon moved a step closer to qualification as they remained top of Group A with an emphatic 3-0 victory over Togo in Yaounde. The Indomitable Lions took the lead in the 32nd minute through Newcastle midfielder Geremi when he smashed home the rebound after Togo goalkeeper Kodjovi Obilale had saved his initial shot from the penalty spot. Lyon's Jean Makoun doubled the advantage two minutes after the interval after he tapped home following a mazy dribble by Samuel Eto'o and Achille Emana made the points safe in the 52nd minute with a low drive. Gabon remain a point behind Cameroon after they clinched a 3-1 win over Morocco in Libreville having taken the lead after Hicham Mahdoufi put through his own net moments before half-time. Eric Mouloungou and Daniel Cousin gave Gabon a three-goal lead before Adel Taarabt pulled one back for Morocco with a late consolation. Paul Le Guen's Cameroon side, who had looked doubtful to qualify when he took over, are in pole position at the top of the group with 10 points ahead of Gabon on nine, Togo on five and Morocco with three.","Striker Didier Drogba scored as Ivory Coast drew 1-1 with Malawi in Blantyre .
The result ensured Ivory Cost qualified for the 2010 World Cup in South Africa .
Egypt kept alive their qualification hopes with a 1-0 win over Zambia in Konkola .
Cameroon moved a step closer to qualification after their 3-0 win over Togo ."
"Pasadena, Maryland (CNN) -- Children point at the glass as a long train rounds the bend and Thomas the Tank Engine passes overhead. Outside, a flashing red signal tells neighbors it's time to hop aboard. Welcome to John and June Sturgeon's indoor train garden, a collection of model trains the couple have been sharing with friends and neighbors every holiday season for nearly 15 years. ""We love it, that's why we do it,"" says June Sturgeon. The collection began with a train John's father gave him as an infant 62 years ago. John still has the train, and many more. The garden has grown to include 11 intertwined train sets, divided into summer and winter scenes. Once the collection outgrew their house, the Sturgeons built a detached building the size of a two-car garage specifically to hold the display year round. ""I venture to say, each year I put at least a hundred hours in here,"" John says. ""That's before Christmas and setting everything up and changing this around ... and fine-tuning, fixing anything that's broke."" Last year, more than 1,200 people followed the lit path to the backyard garage, including regulars like Jason Gauchier and his two children, who come at least once a week when the display is open. ""They've been looking forward to it for about three months now,"" says Gauchier, who brought his children on opening night as he has for five years. ""And then ... when it closes [they're] looking forward to it next year."" Besides the regulars, there are first-time guests like Sara Dolan, who came with her granddaughter. ""It's absolutely wonderful,"" Dolan said, ""all of the extra things that they've added, it's just fabulous."" The collection can be overwhelming at first, with all of the sounds and flashing lights that fill the building. The miniature villages and communities are filled with happy people, living a peaceful life in a different time. With all the wires out of sight, it looks like magic. The Sturgeons have worked consistently to make additions to the train garden. ""Basically it is an all year thing, but the final push is from September 'til now"" June said. Adds John, ""It usually takes us a month or so to get the backyard here all decorated. ... It's quite a bit of work."" There's a separate garage for repairs. ""There's a train we added this year that has 30 cars on it. Well, it's 29 cars plus the engine makes it 30,"" John says. ""I've tested it a little bit -- I'm hoping we don't have any problems with that, cause that's a pretty long train. So it runs the whole length of a board, approximately 30 feet."" This year John, a retired police officer, also added a scene with a doughnut delivery truck being robbed as a police cruiser comes to the rescue. The regular guests enjoy seeing the new details, but they also come to see Santa Claus. ""Santa Claus is here every night, every night until Christmas, and most of [the children] bring me their wish list,"" John says behind the white beard and red suit. The Sturgeons open their collection for 20 nights each year leading up to Christmas. The evening routine begins with setting up the outside lights and inflatable decorations. Visitors know they've reached the right place when they see the brightest house on the street, complete with holiday music. The front window of the house has a replica of the leg-shaped lamp from the classic holiday movie ""A Christmas Story"". ""It does my heart good to see the little sparkle in their eyes when they come around and see Santa or see the trains, and it lights my heart up.""","Maryland couple open their indoor train garden to the public each holiday season .
Model train collection started with a train given to John Sturgeon as an infant .
The collection has grown to 11 intertwined train sets divided into summer and winter scenes .
The Sturgeons built a detached garage for the display, which drew 1,200 visitors last year ."
"(CNN) -- The owner of a taxidermy school in Blanco, Texas, says he's been receiving more phone calls and attention than he'd like over the identity of a dead roughly 30-pound, mostly hairless coyote-like creature. This strange creature has sparked a media frenzy in Blanco, Texas. ""I don't know what it is. ... I do know that I have an odd animal,"" Jerry Ayer said Thursday. He said word spread quickly that he was in possession of an unknown animal -- often speculated in his region to be chupacabras, or mythical creatures, he said. Soon, the local, national and even international media picked up on what he said could be a ""genetically defective coyote."" ""Chupacabra"" roughly translates from Spanish to ""goat sucker."" Reported victims are said to have puncture wounds to their necks, supposedly where the chupacabra drained their blood.  Watch people examine mystery creature » . ""I don't believe in the chupacabra,"" Ayer said, adding that he's been in the midst of a ""media blitz"" -- receiving 50 phone calls from media outlets and citizens, as well as death threats late at night -- since word got out about the strange beast. ""It's been rough on me,"" he said. ""I'm almost at the point where I'm going to take my sign down and hide under a rock somewhere."" He said he received the body from a former student whose cousin owns the barn where the creature succumbed to poison left for rodents. Before he knew it, he said, word spread that he had a chupacabra. Ayers, who doesn't hunt and regards himself as a wildlife artist, said he intends to stuff and mount the animal. He said Texas A&M University has taken tissue samples to determine exactly what it is, and other universities have also reached out to him. ""It'll probably end up in a museum,"" he said. He's hopeful the attention will soon die down. ""There's no way I could teach with this,"" he said, explaining that his school, Blanco Taxidermy School, generally gives one-on-one instruction in the town of about 1,500 people about 50 miles west of Austin. ""I'm unable to do any of that right now just because of the media frenzy,"" he said.","Word quickly spread about coyote-like body at Texas school .
Owner says he doubts it's a legendary chupacabra .
He has gotten dozens of calls from media, residents .
Body came from former student; it was killed in barn by poison ."
"Boston, Massachusetts (CNN) -- A white van sits at a warehouse loading dock in Boston. Buckled in the front passenger seat is Eeyore, the donkey friend of Winnie the Pooh. ""This is the back seat driver,"" says one of several volunteers removing the stuffed animal and other donated children's items for the local Toys for Tots campaign. The U.S. Marine Corps Reserve program, which began 62 years ago in Los Angeles, California, now gives Christmas presents to underprivileged children in nearly 700 cities and towns across the country. ""We're filling orders like crazy,"" says Kay Carpenter, a volunteer and former Marine. She says that while the local campaign seems to be getting more donations this year, the demand also has risen. ""They go out as fast as they come in."" As large boxes of toys make their way from the loading dock to the warehouse office, volunteers sort the toys by gender and age group and then fill orders they've received from various charitable organizations in the greater Boston area. ""It's been tough for everybody with the economic climate the way it is,"" says Betty Whalen, a volunteer who works sorting the toys. She points out the empty bins normally used to store the toys. Volunteers won't bother putting new donations in the bins, she says, ""because as soon as we sort all of this and start making up orders, it'll be gone."" Last year the economy made it tough for many people, and Toys for Tots was hit hard as well. The Boston office did not have enough toys to fill its orders until some last-minute donations arrived. For 2009, Carpenter says, ""We've run out of some toys, but overall, we're doing better than last year."" Maj. Allen Porter, who runs the Toys for Tots program in the Dallas-Fort Worth, Texas, area, also sees an increased demand this year. But unlike Boston, donations in his area are down. ""Compared to where we were at last year,"" he said, ""we are a little bit below."" Nationally, corporate cash donations are down significantly, about $1.5 million below where they were this time last year, according to Bill Grein, senior vice president of marketing for Toys for Tots. ""That's a lot of presents that we would sure like to have,"" he said. Last year, Toys for Tots collected or bought 16.2 million toys, books and gifts, down from 16.6 million the year before, Grein said. Most donations to the campaign are toys, but the organization raised about $30 million last year through corporate donations, direct mail, individual contributions and online donations. As an indicator, online donations in November were down 10 to 15 percent from the same time last year, he said. Though the program runs year round, this is the season when larger contributions typically come in. ""Every year we count on getting a few Christmas miracles,"" he said, ""So we're hoping that things will pick up now."" For some children, getting a toy has an effect on them that carries through after Christmas morning, Grein said. ""We think that it's important for children to be able to go back to school and enter into conversation about what they got for Christmas,"" he said. ""It's a self esteem and self confidence issue that we think is very important."" Back in Boston, volunteers are taking packaged orders down to the loading dock. Mara Voukidys, from Cambridge Cares About AIDS, watches as her van is loaded with toys. She says for the struggling families who will receive these toys, there is a huge impact. ""At least on Christmas they can give their children a Christmas like any child,"" she said. ""So it's been a huge help.""","Bins used to store toy donations remain empty at Boston Toys for Tots warehouse .
Like many charities, the U.S. Marine Corps Reserve program was hit hard by economy .
Volunteers say that while donations appear to be up in some areas, demand also has risen .
Nationally, corporate cash donations are down by about $1.5 million over last year ."
"(CNN) -- Vimlendu Jha is a natural leader. Just watch him in action. Born in Bihar state in north-eastern India, 27 year-old Vimlendu founded, and now runs the organization Swechha - We for Change Foundation. It started out as his cause-celebre a few years back as he was about to graduate from university in New Delhi. Vimlendu says he was disgusted with the pitiful condition of the river Yamuna, considered the sprawling city's lifeline. The Yamuna, which originates in the Himalayas and winds its way past the Taj Mahal, accounts for more than 70 percent of New Delhi's water supply. Yet it is one of the most endangered waterways in India. Vimlendu decided to do something about it. ""Swechha works with young people on issues of environment and citizenship,"" he says. ""Round the year you'll see me travel to different places outside Delhi, engage with young people...(there will be) a lot of change-making that will happen in my story. I promise you that."" This story promises to be rich in sound and pictures as well. Keep in mind, Vimlendu is not your average environmentalist. We challenge you to judge for yourself whether he and his organization are making a difference as Be the Change gets under way. Vimlendu lives and works in New Delhi. E-mail to a friend .","Vimlendu Jha will be reporting on his experiences in New Delhi, India .
He founded and runs the organization Swechha - We for Change Foundation .
Swechha works with young people on issues of environment and citizenship ."
"Scotia, New York (CNN) -- Christina Powell folds the red, white and blue quilt before it is packed up and sent to Andrews Air Force Base, some 400 miles away in Maryland. ""I don't like seeing so many young people go away and come back wounded,"" Powell says. ""Unfortunately right now it's just a fact of life and I try to do what I can. ""Our servicemen need to know that it's not just their family and friends that are supporting them. There's a whole country rooting for them, and I'm one."" The quilt is one of several that Powell and her fellow members of QUILTS -- Quilters United in Learning Together, Schenectady -- have made as part of the Quilts for Injured Soldiers project. ""Several years ago,"" says Powell, ""I heard at our quilting guild meeting that somebody wanted to organize this and get it started in our area, and I thought 'I can do that.' I can just change the fabrics and make it more patriotic. The more I did the more I wanted to do, and now, I just do it. This is my 27th quilt for this project."" The quilt Powell recently made for the project is a large bed quilt. ""We have the red, white and the blue, and the stars and the stripes,"" Powell says as she holds up the quilt top. ""It's perfect, don't you think?"" Powell has been quilting for 25 years, and her sewing room is filled with a wide variety of colorful threads and a seemingly endless supply of yard lengths and squares of fabrics she has collected over the years. ""I've probably made 20 to 30 bed quilts, more than 100 baby quilts for another charity event, and innumerable amounts of wall hangings that I make and give away,"" she says. ""It's my pleasure to make it and to give it. It just makes me feel good."" Finished quilts for soldiers are boxed up and sent to Maryland, where the Quilts for Injured Soldiers project began in 2003. Pat Baker is the project's chairwoman, and the quilts are delivered directly to her front door in Hughesville, Maryland. ""It's like Christmas every day when a box comes in,"" Baker says. ""Especially if you're a quilter. You don't know what you're going to get when you open that box."" As the number of wounded soldiers increased, so did the need for more quilts. Baker and other members of the Quilters Guild of Southern Maryland couldn't handle the need, so they put an ad in a national quilting magazine. ""Now,"" Baker says, ""people from all over the United States, Canada and even Australia have donated quilts."" In her bedroom hallway, several large bags are stuffed full of more than 70 quilts and blankets to be brought to Andrews Air Force Base and handed to the soldiers as they arrive back in the United States. ""Some of our quilts are separated because of the military affiliation. You don't necessarily want to give an Army guy a Marine-themed quilt,"" Baker says, laughing. ""It's all one military, but they each love their specific branch."" A letter is attached to each quilt telling soldiers about the project and thanking them for their service, Baker says. At Andrews, American Red Cross volunteers take over the operation, delivering the quilts to soldiers. Powell's quilt found its new home with Pfc. Jonathan Winker of the Wisconsin National Guard. Winker returned from Iraq with a crushed foot and bruising on his leg. ""When I was passing through all the hospitals and medical centers on my way home, I noticed all these quilts on pretty much all of the hospital beds,"" Winker says. ""Every one was different, and all of them are really beautiful. I think it's awesome that they put their time and effort into making these. It's a great way to say 'thank you' to the wounded soldiers."" Winker, whose father and uncle served in the Marines, said he'll probably put the quilt in his bedroom ""so that it's close to me all the time."" On the back edge of Winker's quilt is a patch sewn in by Powell that reads: ""Thank you for your service to our country. This is a small token of appreciation for all that you have been through. My prayers for you are contained in this quilt.""","Group of quilters in New York sends quilts to project helping injured soldiers .
Quilts for Injured Soldiers project began in 2003 to help soldiers returning from war .
Quilts from around the world are sorted by military affiliation and sent to Andrews Air Force Base .
American Red Cross volunteers distribute the quilts to soldiers ."
"LOS ANGELES, California (CNN) -- Jamie Foxx suffered through his own psychological turmoil while plunging into the role of a mentally ill musician in ""The Soloist,"" the actor said. Jamie Foxx plays mentally ill musician Nathaniel Ayers in ""The Soloist."" Foxx, 41, revealed that his bond with Nathaniel Ayers was close because of his own yearlong battle two decades ago -- triggered when ""somebody slipped me something in college and I lost my mind."" ""The Soloist,"" based on a true story, tells how Los Angeles Times columnist Steve Lopez, played by Robert Downey Jr., discovered the homeless Ayers and helped the former music prodigy, who has schizophrenia. The movie comes out Friday. Foxx, who won an Oscar in 2005 for his portrayal of music legend Ray Charles, said he consulted a psychiatrist because he feared what would happen as he took on Ayers' personality. ""I asked very foolishly, 'Can I catch schizophrenia?' and he says, 'No, you can't catch schizophrenia.' "" The doctor warned him he could experience post-traumatic stress, Foxx said. The Los Angeles Times reported that Foxx suffered ""panic attacks and bouts of paranoia"" during filming. Foxx told of one early morning incident when he got so far into Ayers' character that he called his manager and said, ""I know why Nathaniel does this and I'm him!"" ""I explained what I was feeling to him and he said 'Foxx, you're not Nathaniel,' "" he said. Foxx said he had ""a childhood fear of going crazy."" ""There was a sanitarium in my hometown in Terrell, Texas, called the Terrell State Hospital, and when we would visit I would go, 'I hope that never happens to me,' "" he said. He left Texas after high school to attend college on a music scholarship in San Diego, California. ""When I was 18, somebody slipped me something in college and I lost my mind and they had to take me to the hospital,"" Foxx said. ""For 11 months it was tough."" Another student served as his ""angel,"" just as Lopez helped Ayers, Foxx said. ""He'd say, 'You're good, you're not crazy, everything is fine, I'm here with you.' "" Just as Ayers used a cello for comfort, Foxx would use the piano. ""I would play my music to sort of like soothe it,"" Foxx said. His ""bad trip"" subsided after almost a year, but Foxx said he drew on the experience to understand Ayers. ""We had a marriage, myself and Nathaniel,"" he said. ""Here's a person who happened to be great playing the cello. He happened to go to Juilliard. He happened to go to L.A., become homeless and run into his angel, Steve Lopez."" Ayers still lives in Los Angeles and is working part-time as a janitor. The exposure to people who lived on the streets of Los Angeles taught Foxx a positive lesson, he said. ""We had a ball with them,"" he said. ""They love to dance, they love to talk trash. ... They actually had a life. People were smiling and enjoying their lives."" The Oscar buzz is again building for Foxx, who is firmly established as master of the biopic. He said he and his management have ""carved out our own niche."" ""They found this beautiful story, which paralleled my life a little bit,"" he said. Foxx said he's ""got his fingers crossed"" that he will be able to someday bring the character of former heavyweight boxing champ Mike Tyson to the big screen. ""I think there's a beautiful story in it, not like Ali,"" he said. ""Ali was a story of yesterday when our heroes were heroes,"" he said. ""This is a different type of hero story. It's a story of today. It's tragedy. It's a triumph. It's all of it put together."" CNN's KJ Matthews contributed to this story.","Jamie Foxx plays mentally ill homeless man in ""The Soloist""
Foxx was frightened by experience: He had ""childhood fear of going crazy""
When he was 18, someone slipped him ""something"" and Foxx ended up in hospital ."
"Washington (CNN) -- In a warm, fluorescent-lit clay studio at the Corcoran College of Art + Design, students, faculty and a soft-spoken priest are embarking on a mission. Their goal: Create 500 bowls for a fundraiser to help feed the hungry. ""There are over 9,000 homeless people in the nation's capital,"" says the Rev. John Adams, who has been trying to break the cycle of homelessness and hunger in Washington for more than 30 years as president of So Others Might Eat. The interfaith, community-based organization, which is in its 40th year, serves more than 1,000 meals a day and provides nearly 300 housing units to homeless and hungry people in Washington. ""We are in sight of the Capitol and still we have many, many homeless people who need our help,"" Adams said. ""We've seen over a 10 percent increase in the meals we are serving this past year. We've seen a 17 percent increase in the people coming to our medical clinic. Our housing we provide is 100 percent full. ""[The recession] is really affecting the poor."" Each year, So Others Might Eat hosts an Empty Bowls event where, for a $20 donation, guests are served a soup supper and given a handmade clay bowl. The events raise thousands of dollars for the organization, with local potters, studios and schools making and donating the bowls, and restaurants and shops donating the food. This year, for the first time, the group is partnering with the Corcoran to help supply bowls for the fundraiser in March 2010. The bowls are intended as symbols of hunger. ""It's a wonderful event to have these artists come here today to help feed the needy in our city,"" Adams says. However, making bowls is no easy task. ""We are working on a collaborative effort with So Other Might Eat,"" says Bob Devers, coordinator of ceramics at the Corcoran College of Art + Design. ""We promised to produce 500 bowls for their charity fundraiser."" The studio is busy at work, with students and faculty -- and even Adams -- cutting, kneading and spinning the clay into works of art. Corcoran student Jeff Herrity has been working with clay for 10 years, but he's still excited to sit down and create bowls that someone will put to use. ""It's great to spend an entire day making bowls and thinking about what they will be used for, Herrity said. ""We get to sit next to our fellow students and learn their techniques. It's a fun activity for us at the clay program."" Herrity sits on his stool contently, gazing at the clay shape as it opens up into a bowl, thinking about what will go inside. ""It's going to have a life after it comes off this wheel, after it gets fired and glazed, it will be used for something."" As Adams takes a break from designing his first bowl, he looks around and talks with students and faculty. He can't help but be impressed. ""We have great artists and great people here who are interested in helping people in the city,"" he says. Taking time to donate their creative energies, especially during the holiday season, means a lot to Adams. ""The holidays remind us of giving thanks for what we have, but also the opportunities we have for reaching out to others that don't have,"" he says.","Washington organization sells bowls to raise funds to help the hungry, homeless .
Bowls are donated to So Others Might Eat by local potters, studios and schools .
For the first time, group is partnering with the Corcoran College of Art + Design .
Students and faculty are making 500 bowls for the Empty Bowls fundraiser ."
"(CNN)  -- Egypt kept their World Cup hopes alive as the only goal of the game by Ahmed Hassan gave them a 1-0 win over Rwanda in Kigali. Star midfielder Ahmed Hassan scored the vital goal for Egypt in Kigali. He scored from an Ahmed Fathi pass after 58 minutes to lift them level on points at the top with Algeria in African Qualifying Group C. But Algeria, who host Zambia on Sunday, can re-open a three point lead with victory. Only the top team in each of the five African groups qualifies for the finals in South Africa next year, with the top three qualifying for the 2010 Nations Cup in Angola. South Africa, who have won the Nations Cup a record six times, have a poor record in World Cup qualifying and have only made two appearances in the final. Saturday's win was vital as they completed the double over Rwanda, having beaten them 3-0 in Cairo two months ago. Substitute Chiukepo Msowoya scored twice after coming on at half-time as Malawi came from behind to defeat Guinea 2-1 in a Group E game between World Cup also-rans. Oumar Kalabane put the West Africans ahead seven minutes before half-time at the Kamuzu Stadium in Blantyre, Msowoya leveled a minute after half-time and snatched the 58th-minute winner. African powerhouses Cameroon also scored a much-need qualification win as they beat Gabon 2-0 in Libreville in Group A. Achille Emana and Inter Milan's Samuel Eto'o scored in quick succession in the second half as the 'Indomitable Lions' climbed to second in the group, two points behind Gabon. Cameroon entertain Gabon in Yaounde on Wednesday, looking for a victory which would further boost their chances of going to South Africa. Eto'o was scoring his seventh goal of the qualifying campaign to seal the victory. Ivory Coast kept their iron grip on Group E as two goals from Chelsea striker Didier Drogba saw them beat second-placed Burkina Faso 5-0. The star-studded Ivory Coast team need just a single point to make sure they qualify for South Africa and they were never troubled by the visitors in Abidjan. Drogba took his tally to 38 international goals with his second half double. Kader Keita and Yaya Toure also scored after the Elephants had taken the lead in the 12th minute when Saidou Panandetiguiri scored an own-goal. In the other match in Group E, Chiukepo Msowoya scored twice as Malawi beat Guinea 2-1 in Group E.","Egypt score vital 1-0 win over Rwanda in Kigali to keep World Cup hopes alive .
Veteran midfielder Ahmed Hassan scores only goal of the game for Egypt .
Cameroon beat Gabon in table-topping clash in African Group A .
NEW: Didier Drogba scores twice as Ivory Coast beat Burkina Faso 5-0 ."
"This year marks the 150th anniversary of the Battle of Solferino which led to the creation of the International Committee of the Red Cross. The ICRC is using the date to launch an awareness campaign of its work in conflict-affected countries, featuring photos taken by five award-winning photojournalists. This week we're bringing you stories from some of the world's most troubled countries, as told by the ICRC. MONROVIA, Liberia (ICRC) -- On a dusty pitch in the middle of the capital of Monrovia limbless young men play football as though their lives depended on it. Coach Paul Tolbert says many members of Liberia's amputee football team had lost the will to live. Football has given them hope. They are members of the Liberian National Amputee Football Team and for the most part, victims of the war. Some participated in cruel acts against civilians during the fighting and face a daily struggle to live with both their disability and the past. ""I was at church when armed men came in and killed hundreds of us,"" says 18 year old Richard Duo, who is now a star infield attacker and one of the highest goal-scorers on the team. ""I lost my mother, father and one of my brothers. My other siblings were wounded and I lost my leg. ""Now that there is peace, I have decided not to think about that anymore. I only want to look forward, to see what I can do to help myself and my family in the future. Those terrible things have already happened. I just want to focus on the future,"" he says.  See photos of Richard Duo and his team mates » . Tens of thousands of people were killed or injured in Liberia's 14-year civil war. The fighting brought rape and mutilation, children were abducted and forced to become fighters and untold numbers had to flee their homes. Since 2003, peace has returned and while efforts are underway to rebuild the country the emotional and physical scars of war remain. Amputee football began in Liberia as a means of therapy and healing. It was an initiative of the National Commission for Disarmament, Demobilization, Reintegration and Rehabilitation, which is responsible for assisting former fighters. The team's coach, 30 year old Paul Tolbert, began recruiting members when he worked for the commission as a counseling coordinator. ""When you ask them how they felt after they were amputated, most of them wanted to kill themselves,"" says Tolbert. ""Life no longer had meaning for them. Amputee football restores their hope. Take the example of the guy who won Most Valuable Player in the recent African Cup of Nations. He was a very good player before he was amputated, but gave up hope when he lost his leg. ""When I went to recruit him, I told him 'You can make it, there is still a chance for you.' He since has regained a sense of hope.'"" In 2008, the Liberian team hosted the African Cup of Nations and won the tournament. The team has been to Russia and Turkey for international competitions and will travel to England in June for the Amputee World Cup, where they have a very good chance of making it to the final. The President of Liberia, Ellen Johnson-Sirleaf, is their number one fan, ensuring support for travel and profiling the team in her speeches. Tolbert says the healing effects go well beyond the players. ""I tell my team they are bringing a sense of victory to the country. In my eyes, they are not disabled. They are men who bring pride to this nation."" The players themselves say they are motivated by a desire to leave the war behind and to make something of themselves for their families. They're also looking for a sense of belonging and brotherhood among those who know what it's like to live with the horrors of war and to struggle just to survive. ""I love the sport because I can experience friendship again,"" says Joseph Allen, 21, who was named the best goalkeeper in the Russian tournament. ""Friendship was gone from my life for the longest time. Football brings attention to our disability and helps people better understand that we are able to contribute to society."" For players like 32 year old Anthony Doe, amputee football has opened up a window on a world he never dreamed possible. ""I never thought that one day I would go and see Turkey or Russia but thanks to football I've been able to travel to compete,"" says the striker. For more about this topic go to the ICRC Web Site. Have you been affected by conflict? Send your photos and stories to iReport .","Many members of Liberia's amputee football team had lost the will to live .
They were recruited by a counselor working to rehabilitate former fighters .
Coach Paul Tolbert: ""They are men who bring pride to this nation""
Photos were taken by war photographer Christopher Morris for the ICRC ."
